YYYY;MM;DD;qobs;qc_flag
1998;1;1;3.17;200
1998;1;2;6.49;200
1998;1;3;3.47;200
1998;1;4;3.16;200
1998;1;5;2.93;200
1998;1;6;2.51;200
1998;1;7;2.31;200
1998;1;8;2.31;200
1998;1;9;2.01;200
1998;1;10;2.06;200
1998;1;11;1.45;200
1998;1;12;;250
1998;1;13;;250
1998;1;14;;250
1998;1;15;;250
1998;1;16;;250
1998;1;17;;250
1998;1;18;;250
1998;1;19;;250
1998;1;20;;250
1998;1;21;;250
1998;1;22;;250
1998;1;23;;250
1998;1;24;;250
1998;1;25;;250
1998;1;26;;250
1998;1;27;;250
1998;1;28;;250
1998;1;29;;250
1998;1;30;;250
1998;1;31;;250
1998;2;1;;250
1998;2;2;;250
1998;2;3;;250
1998;2;4;;250
1998;2;5;;250
1998;2;6;;250
1998;2;7;;250
1998;2;8;;250
1998;2;9;;250
1998;2;10;;250
1998;2;11;;250
1998;2;12;;250
1998;2;13;;250
1998;2;14;;250
1998;2;15;;250
1998;2;16;;250
1998;2;17;;250
1998;2;18;;250
1998;2;19;;250
1998;2;20;;250
1998;2;21;;250
1998;2;22;;250
1998;2;23;;250
1998;2;24;;250
1998;2;25;;250
1998;2;26;;250
1998;2;27;;250
1998;2;28;;250
1998;3;1;;250
1998;3;2;;250
1998;3;3;;250
1998;3;4;;250
1998;3;5;;250
1998;3;6;;250
1998;3;7;;250
1998;3;8;;250
1998;3;9;;250
1998;3;10;;250
1998;3;11;;250
1998;3;12;;250
1998;3;13;6.8;200
1998;3;14;4.23;200
1998;3;15;3.33;200
1998;3;16;;250
1998;3;17;;250
1998;3;18;;250
1998;3;19;2.83;200
1998;3;20;8.56;200
1998;3;21;11.43;200
1998;3;22;14.47;200
1998;3;23;4.58;200
1998;3;24;4.07;200
1998;3;25;3.39;200
1998;3;26;2.9;200
1998;3;27;2.11;200
1998;3;28;2.94;200
1998;3;29;;250
1998;3;30;;250
1998;3;31;;250
1998;4;1;;250
1998;4;2;;250
1998;4;3;;250
1998;4;4;;250
1998;4;5;;250
1998;4;6;;250
1998;4;7;;250
1998;4;8;;250
1998;4;9;;250
1998;4;10;;250
1998;4;11;;250
1998;4;12;;250
1998;4;13;;250
1998;4;14;;250
1998;4;15;;250
1998;4;16;;250
1998;4;17;;250
1998;4;18;;250
1998;4;19;;250
1998;4;20;;250
1998;4;21;;250
1998;4;22;;250
1998;4;23;;250
1998;4;24;;250
1998;4;25;;250
1998;4;26;;250
1998;4;27;;250
1998;4;28;;250
1998;4;29;;250
1998;4;30;;250
1998;5;1;;250
1998;5;2;;250
1998;5;3;;250
1998;5;4;;250
1998;5;5;;250
1998;5;6;;250
1998;5;7;;250
1998;5;8;;250
1998;5;9;;250
1998;5;10;;250
1998;5;11;;250
1998;5;12;;250
1998;5;13;;250
1998;5;14;;250
1998;5;15;;250
1998;5;16;;250
1998;5;17;;250
1998;5;18;;250
1998;5;19;;250
1998;5;20;;250
1998;5;21;;250
1998;5;22;;250
1998;5;23;;250
1998;5;24;;250
1998;5;25;;250
1998;5;26;;250
1998;5;27;;250
1998;5;28;;250
1998;5;29;;250
1998;5;30;;250
1998;5;31;;250
1998;6;1;;250
1998;6;2;;250
1998;6;3;;250
1998;6;4;;250
1998;6;5;;250
1998;6;6;;250
1998;6;7;;250
1998;6;8;;250
1998;6;9;;250
1998;6;10;;250
1998;6;11;;250
1998;6;12;;250
1998;6;13;;250
1998;6;14;1.8;200
1998;6;15;;250
1998;6;16;;250
1998;6;17;;250
1998;6;18;;250
1998;6;19;;250
1998;6;20;;250
1998;6;21;;250
1998;6;22;;250
1998;6;23;;250
1998;6;24;;250
1998;6;25;;250
1998;6;26;;250
1998;6;27;;250
1998;6;28;;250
1998;6;29;;250
1998;6;30;;250
1998;7;1;;250
1998;7;2;;250
1998;7;3;;250
1998;7;4;;250
1998;7;5;;250
1998;7;6;;250
1998;7;7;;250
1998;7;8;;250
1998;7;9;;250
1998;7;10;;250
1998;7;11;;250
1998;7;12;;250
1998;7;13;;250
1998;7;14;;250
1998;7;15;;250
1998;7;16;;250
1998;7;17;;250
1998;7;18;;250
1998;7;19;;250
1998;7;20;;250
1998;7;21;;250
1998;7;22;;250
1998;7;23;;250
1998;7;24;;250
1998;7;25;;250
1998;7;26;;250
1998;7;27;;250
1998;7;28;;250
1998;7;29;;250
1998;7;30;;250
1998;7;31;;250
1998;8;1;;250
1998;8;2;;250
1998;8;3;;250
1998;8;4;;250
1998;8;5;;250
1998;8;6;;250
1998;8;7;;250
1998;8;8;;250
1998;8;9;;250
1998;8;10;;250
1998;8;11;;250
1998;8;12;;250
1998;8;13;;250
1998;8;14;;250
1998;8;15;;250
1998;8;16;;250
1998;8;17;;250
1998;8;18;;250
1998;8;19;;250
1998;8;20;;250
1998;8;21;;250
1998;8;22;;250
1998;8;23;;250
1998;8;24;;250
1998;8;25;;250
1998;8;26;;250
1998;8;27;;250
1998;8;28;;250
1998;8;29;;250
1998;8;30;;250
1998;8;31;1.79;200
1998;9;1;1.83;200
1998;9;2;1.85;200
1998;9;3;1.88;200
1998;9;4;1.81;200
1998;9;5;1.82;200
1998;9;6;2.01;200
1998;9;7;2.59;200
1998;9;8;2.06;200
1998;9;9;2.0;200
1998;9;10;2.21;200
1998;9;11;1.98;200
1998;9;12;2.08;200
1998;9;13;2.05;200
1998;9;14;2.09;200
1998;9;15;2.01;200
1998;9;16;1.95;200
1998;9;17;2.03;200
1998;9;18;2.2;200
1998;9;19;2.15;200
1998;9;20;2.06;200
1998;9;21;1.94;200
1998;9;22;1.99;200
1998;9;23;1.96;200
1998;9;24;1.93;200
1998;9;25;1.96;200
1998;9;26;1.92;200
1998;9;27;1.93;200
1998;9;28;1.97;200
1998;9;29;1.9;200
1998;9;30;1.88;200
1998;10;1;1.9;200
1998;10;2;1.9;200
1998;10;3;1.9;200
1998;10;4;1.89;200
1998;10;5;1.89;200
1998;10;6;1.89;200
1998;10;7;1.89;200
1998;10;8;1.89;200
1998;10;9;1.88;200
1998;10;10;1.88;200
1998;10;11;1.88;200
1998;10;12;1.88;200
1998;10;13;1.88;200
