YYYY;MM;DD;qobs;qc_flag
1951;9;1;59.0;40.0
1951;9;2;59.0;40.0
1951;9;3;57.9;40.0
1951;9;4;56.7;40.0
1951;9;5;56.7;40.0
1951;9;6;56.7;40.0
1951;9;7;56.7;40.0
1951;9;8;56.7;40.0
1951;9;9;56.7;40.0
1951;9;10;57.9;40.0
1951;9;11;57.9;40.0
1951;9;12;57.9;40.0
1951;9;13;57.9;40.0
1951;9;14;56.7;40.0
1951;9;15;56.7;40.0
1951;9;16;56.7;40.0
1951;9;17;55.6;40.0
1951;9;18;54.4;40.0
1951;9;19;52.2;40.0
1951;9;20;49.9;40.0
1951;9;21;49.9;40.0
1951;9;22;49.9;40.0
1951;9;23;49.9;40.0
1951;9;24;48.7;40.0
1951;9;25;48.7;40.0
1951;9;26;48.7;40.0
1951;9;27;48.7;40.0
1951;9;28;48.7;40.0
1951;9;29;48.7;40.0
1951;9;30;48.7;40.0
1951;10;1;48.7;40.0
1951;10;2;48.7;40.0
1951;10;3;48.7;40.0
1951;10;4;48.7;40.0
1951;10;5;48.7;40.0
1951;10;6;49.9;40.0
1951;10;7;49.9;40.0
1951;10;8;51.0;40.0
1951;10;9;55.6;40.0
1951;10;10;57.9;40.0
1951;10;11;59.0;40.0
1951;10;12;61.3;40.0
1951;10;13;63.6;40.0
1951;10;14;68.1;40.0
1951;10;15;68.1;40.0
1951;10;16;63.6;40.0
1951;10;17;60.1;40.0
1951;10;18;60.1;40.0
1951;10;19;60.1;40.0
1951;10;20;59.0;40.0
1951;10;21;48.7;40.0
1951;10;22;48.7;40.0
1951;10;23;48.7;40.0
1951;10;24;49.9;40.0
1951;10;25;49.9;40.0
1951;10;26;52.2;40.0
1951;10;27;54.4;40.0
1951;10;28;56.7;40.0
1951;10;29;56.7;40.0
1951;10;30;52.2;40.0
1951;10;31;48.7;40.0
1951;11;1;48.7;40.0
1951;11;2;46.5;40.0
1951;11;3;45.3;40.0
1951;11;4;45.3;40.0
1951;11;5;45.3;40.0
1951;11;6;43.0;40.0
1951;11;7;39.1;40.0
1951;11;8;39.1;40.0
1951;11;9;39.1;40.0
1951;11;10;39.1;40.0
1951;11;11;39.1;40.0
1951;11;12;39.1;40.0
1951;11;13;39.1;40.0
1951;11;14;38.1;40.0
1951;11;15;38.1;40.0
1951;11;16;38.1;40.0
1951;11;17;37.2;40.0
1951;11;18;37.2;40.0
1951;11;19;37.2;40.0
1951;11;20;37.2;40.0
1951;11;21;37.2;40.0
1951;11;22;37.2;40.0
1951;11;23;36.3;40.0
1951;11;24;36.3;40.0
1951;11;25;36.3;40.0
1951;11;26;36.3;40.0
1951;11;27;36.3;40.0
1951;11;28;37.2;40.0
1951;11;29;37.2;40.0
1951;11;30;37.2;40.0
1951;12;1;37.2;40.0
1951;12;2;37.2;40.0
1951;12;3;37.2;40.0
1951;12;4;38.1;40.0
1951;12;5;38.1;40.0
1951;12;6;40.0;40.0
1951;12;7;41.0;40.0
1951;12;8;43.0;40.0
1951;12;9;45.3;40.0
1951;12;10;45.3;40.0
1951;12;11;60.1;40.0
1951;12;12;92.8;40.0
1951;12;13;80.0;40.0
1951;12;14;60.1;40.0
1951;12;15;59.0;40.0
1951;12;16;48.7;40.0
1951;12;17;48.7;40.0
1951;12;18;46.5;40.0
1951;12;19;45.3;40.0
1951;12;20;45.3;40.0
1951;12;21;43.0;40.0
1951;12;22;41.0;40.0
1951;12;23;39.1;40.0
1951;12;24;39.1;40.0
1951;12;25;39.1;40.0
1951;12;26;37.2;40.0
1951;12;27;37.2;40.0
1951;12;28;37.2;40.0
1951;12;29;36.3;40.0
1951;12;30;36.3;40.0
1951;12;31;36.3;40.0
1952;1;1;36.3;40.0
1952;1;2;36.3;40.0
1952;1;3;36.3;40.0
1952;1;4;36.3;40.0
1952;1;5;36.3;40.0
1952;1;6;38.1;40.0
1952;1;7;38.1;40.0
1952;1;8;38.1;40.0
1952;1;9;37.2;40.0
1952;1;10;37.2;40.0
1952;1;11;37.2;40.0
1952;1;12;37.2;40.0
1952;1;13;37.2;40.0
1952;1;14;37.2;40.0
1952;1;15;37.2;40.0
1952;1;16;37.2;40.0
1952;1;17;37.2;40.0
1952;1;18;37.2;40.0
1952;1;19;37.2;40.0
1952;1;20;37.2;40.0
1952;1;21;37.2;40.0
1952;1;22;37.2;40.0
1952;1;23;37.2;40.0
1952;1;24;37.2;40.0
1952;1;25;37.2;40.0
1952;1;26;37.2;40.0
1952;1;27;37.2;40.0
1952;1;28;37.2;40.0
1952;1;29;36.3;40.0
1952;1;30;36.3;40.0
1952;1;31;36.3;40.0
1952;2;1;36.3;40.0
1952;2;2;36.3;40.0
1952;2;3;37.2;40.0
1952;2;4;37.2;40.0
1952;2;5;37.2;40.0
1952;2;6;37.2;40.0
1952;2;7;37.2;40.0
1952;2;8;37.2;40.0
1952;2;9;37.2;40.0
1952;2;10;36.3;40.0
1952;2;11;36.3;40.0
1952;2;12;36.3;40.0
1952;2;13;37.2;40.0
1952;2;14;37.2;40.0
1952;2;15;37.2;40.0
1952;2;16;37.2;40.0
1952;2;17;37.2;40.0
1952;2;18;52.2;40.0
1952;2;19;151.0;40.0
1952;2;20;57.9;40.0
1952;2;21;57.9;40.0
1952;2;22;57.9;40.0
1952;2;23;64.7;40.0
1952;2;24;70.4;40.0
1952;2;25;70.4;40.0
