YYYY;MM;DD;qobs;qc_flag
1964;9;13;39.17;40.0
1964;9;14;38.13;40.0
1964;9;15;36.11;40.0
1964;9;16;34.15;40.0
1964;9;17;35.12;40.0
1964;9;18;39.17;40.0
1964;9;19;37.11;40.0
1964;9;20;36.11;40.0
1964;9;21;37.11;40.0
1964;9;22;38.13;40.0
1964;9;23;39.17;40.0
1964;9;24;39.17;40.0
1964;9;25;39.17;40.0
1964;9;26;37.11;40.0
1964;9;27;38.13;40.0
1964;9;28;37.11;40.0
1964;9;29;35.12;40.0
1964;9;30;39.17;40.0
1964;10;1;35.12;40.0
1964;10;2;39.17;40.0
1964;10;3;71.4;40.0
1964;10;4;98.94;40.0
1964;10;5;66.86;40.0
1964;10;6;53.1;40.0
1964;10;7;42.4;40.0
1964;10;8;37.11;40.0
1964;10;9;39.17;40.0
1964;10;10;38.13;40.0
1964;10;11;38.13;40.0
1964;10;12;37.11;40.0
1964;10;13;38.13;40.0
1964;10;14;37.11;40.0
1964;10;15;37.11;40.0
1964;10;16;37.11;40.0
1964;10;17;36.11;40.0
1964;10;18;39.17;40.0
1964;10;19;41.3;40.0
1964;10;20;39.17;40.0
1964;10;21;41.3;40.0
1964;10;22;39.17;40.0
1964;10;23;31.35;40.0
1964;10;24;37.11;40.0
1964;10;25;39.17;40.0
1964;10;26;36.11;40.0
1964;10;27;38.13;40.0
1964;10;28;49.36;40.0
1964;10;29;76.12;40.0
1964;10;30;53.1;40.0
1964;10;31;40.23;40.0
1964;11;1;36.11;40.0
1964;11;2;41.3;40.0
1964;11;3;41.3;40.0
1964;11;4;40.23;40.0
1964;11;5;40.23;40.0
1964;11;6;33.2;40.0
1964;11;7;39.17;40.0
1964;11;8;44.64;40.0
1964;11;9;49.36;40.0
1964;11;10;38.13;40.0
1964;11;11;40.23;40.0
1964;11;12;37.11;40.0
1964;11;13;29.57;40.0
1964;11;14;19.55;40.0
1964;11;15;18.89;40.0
1964;11;16;27.85;40.0
1964;11;17;;250.0
1964;11;18;;250.0
1964;11;19;;250.0
1964;11;20;;250.0
1964;11;21;;250.0
1964;11;22;;250.0
1964;11;23;;250.0
1964;11;24;;250.0
1964;11;25;;250.0
1964;11;26;;250.0
1964;11;27;;250.0
1964;11;28;26.2;40.0
1964;11;29;;250.0
1964;11;30;;250.0
1964;12;1;;250.0
1964;12;2;;250.0
1964;12;3;;250.0
1964;12;4;;250.0
1964;12;5;;250.0
1964;12;6;;250.0
1964;12;7;;250.0
1964;12;8;;250.0
1964;12;9;;250.0
1964;12;10;;250.0
1964;12;11;;250.0
1964;12;12;;250.0
1964;12;13;;250.0
1964;12;14;;250.0
1964;12;15;;250.0
1964;12;16;;250.0
1964;12;17;;250.0
1964;12;18;;250.0
1964;12;19;;250.0
1964;12;20;;250.0
1964;12;21;;250.0
1964;12;22;;250.0
1964;12;23;;250.0
1964;12;24;;250.0
1964;12;25;;250.0
1964;12;26;;250.0
1964;12;27;;250.0
1964;12;28;;250.0
1964;12;29;;250.0
1964;12;30;;250.0
1964;12;31;;250.0
1965;1;1;;250.0
1965;1;2;;250.0
1965;1;3;;250.0
1965;1;4;;250.0
1965;1;5;;250.0
1965;1;6;;250.0
1965;1;7;;250.0
1965;1;8;;250.0
1965;1;9;;250.0
1965;1;10;;250.0
1965;1;11;;250.0
1965;1;12;;250.0
1965;1;13;;250.0
1965;1;14;;250.0
1965;1;15;;250.0
1965;1;16;;250.0
1965;1;17;;250.0
1965;1;18;;250.0
