YYYY;MM;DD;qobs;qc_flag
1991;10;2;34.0;40.0
1991;10;3;32.8;40.0
1991;10;4;21.8;40.0
1991;10;5;20.8;40.0
1991;10;6;28.1;40.0
1991;10;7;17.2;40.0
1991;10;8;16.3;40.0
1991;10;9;27.0;40.0
1991;10;10;39.0;40.0
1991;10;11;35.2;40.0
1991;10;12;30.4;40.0
1991;10;13;29.2;40.0
1991;10;14;28.1;40.0
1991;10;15;27.0;40.0
1991;10;16;15.4;40.0
1991;10;17;22.8;40.0
1991;10;18;34.0;40.0
1991;10;19;36.5;40.0
1991;10;20;34.0;40.0
1991;10;21;30.4;40.0
1991;10;22;28.1;40.0
1991;10;23;29.2;40.0
1991;10;24;31.6;40.0
1991;10;25;44.5;40.0
1991;10;26;31.6;40.0
1991;10;27;28.1;40.0
1991;10;28;35.2;40.0
1991;10;29;27.0;40.0
1991;10;30;28.1;40.0
1991;10;31;28.1;40.0
1991;11;1;;250.0
1991;11;2;;250.0
1991;11;3;;250.0
1991;11;4;;250.0
1991;11;5;;250.0
1991;11;6;;250.0
1991;11;7;;250.0
1991;11;8;;250.0
1991;11;9;;250.0
1991;11;10;;250.0
1991;11;11;;250.0
1991;11;12;;250.0
1991;11;13;;250.0
1991;11;14;;250.0
1991;11;15;;250.0
1991;11;16;;250.0
1991;11;17;;250.0
1991;11;18;;250.0
1991;11;19;;250.0
1991;11;20;;250.0
1991;11;21;;250.0
1991;11;22;;250.0
1991;11;23;;250.0
1991;11;24;;250.0
1991;11;25;;250.0
1991;11;26;;250.0
1991;11;27;;250.0
1991;11;28;;250.0
1991;11;29;;250.0
1991;11;30;;250.0
1991;12;1;;250.0
1991;12;2;;250.0
1991;12;3;;250.0
1991;12;4;;250.0
1991;12;5;;250.0
1991;12;6;;250.0
1991;12;7;;250.0
1991;12;8;;250.0
1991;12;9;;250.0
1991;12;10;;250.0
1991;12;11;;250.0
1991;12;12;;250.0
1991;12;13;;250.0
1991;12;14;;250.0
1991;12;15;;250.0
1991;12;16;;250.0
1991;12;17;;250.0
1991;12;18;;250.0
1991;12;19;;250.0
1991;12;20;;250.0
1991;12;21;;250.0
1991;12;22;;250.0
1991;12;23;;250.0
1991;12;24;;250.0
1991;12;25;;250.0
1991;12;26;;250.0
1991;12;27;;250.0
1991;12;28;;250.0
1991;12;29;;250.0
1991;12;30;;250.0
1991;12;31;;250.0
1992;1;1;;250.0
1992;1;2;;250.0
1992;1;3;;250.0
1992;1;4;;250.0
1992;1;5;;250.0
1992;1;6;;250.0
1992;1;7;;250.0
1992;1;8;;250.0
1992;1;9;;250.0
1992;1;10;;250.0
1992;1;11;;250.0
1992;1;12;;250.0
1992;1;13;;250.0
1992;1;14;;250.0
1992;1;15;;250.0
1992;1;16;;250.0
1992;1;17;;250.0
1992;1;18;;250.0
1992;1;19;;250.0
1992;1;20;;250.0
1992;1;21;;250.0
1992;1;22;;250.0
1992;1;23;;250.0
1992;1;24;;250.0
1992;1;25;;250.0
1992;1;26;;250.0
1992;1;27;;250.0
1992;1;28;;250.0
1992;1;29;;250.0
1992;1;30;;250.0
1992;1;31;;250.0
1992;2;1;;250.0
1992;2;2;;250.0
1992;2;3;;250.0
1992;2;4;;250.0
1992;2;5;;250.0
1992;2;6;;250.0
1992;2;7;;250.0
1992;2;8;;250.0
1992;2;9;;250.0
1992;2;10;;250.0
1992;2;11;;250.0
1992;2;12;;250.0
1992;2;13;;250.0
1992;2;14;;250.0
1992;2;15;;250.0
1992;2;16;;250.0
1992;2;17;;250.0
1992;2;18;;250.0
1992;2;19;;250.0
1992;2;20;;250.0
1992;2;21;;250.0
1992;2;22;;250.0
1992;2;23;;250.0
1992;2;24;;250.0
1992;2;25;;250.0
1992;2;26;;250.0
1992;2;27;;250.0
1992;2;28;;250.0
1992;2;29;;250.0
1992;3;1;;250.0
1992;3;2;;250.0
1992;3;3;;250.0
1992;3;4;;250.0
1992;3;5;;250.0
1992;3;6;;250.0
1992;3;7;;250.0
1992;3;8;;250.0
1992;3;9;;250.0
1992;3;10;;250.0
1992;3;11;;250.0
1992;3;12;;250.0
1992;3;13;;250.0
1992;3;14;;250.0
1992;3;15;;250.0
1992;3;16;;250.0
1992;3;17;;250.0
1992;3;18;;250.0
1992;3;19;;250.0
1992;3;20;;250.0
1992;3;21;;250.0
1992;3;22;;250.0
1992;3;23;;250.0
1992;3;24;;250.0
1992;3;25;;250.0
1992;3;26;;250.0
1992;3;27;;250.0
1992;3;28;;250.0
1992;3;29;;250.0
1992;3;30;;250.0
1992;3;31;;250.0
1992;4;1;;250.0
1992;4;2;;250.0
1992;4;3;;250.0
1992;4;4;;250.0
1992;4;5;;250.0
1992;4;6;;250.0
1992;4;7;;250.0
1992;4;8;;250.0
1992;4;9;;250.0
1992;4;10;;250.0
1992;4;11;;250.0
1992;4;12;;250.0
1992;4;13;;250.0
1992;4;14;;250.0
1992;4;15;;250.0
1992;4;16;28.1;40.0
1992;4;17;27.0;40.0
1992;4;18;23.8;40.0
1992;4;19;23.8;40.0
1992;4;20;19.9;40.0
1992;4;21;14.6;40.0
1992;4;22;13.8;40.0
1992;4;23;16.3;40.0
1992;4;24;15.4;40.0
1992;4;25;18.0;40.0
1992;4;26;47.3;40.0
1992;4;27;56.4;40.0
1992;4;28;14.6;40.0
1992;4;29;11.6;40.0
1992;4;30;12.3;40.0
1992;5;1;12.3;40.0
1992;5;2;12.3;40.0
1992;5;3;13.8;40.0
1992;5;4;16.3;40.0
1992;5;5;20.8;40.0
1992;5;6;45.9;40.0
1992;5;7;13.1;40.0
1992;5;8;19.9;40.0
1992;5;9;123.0;40.0
1992;5;10;12.3;40.0
1992;5;11;22.8;40.0
1992;5;12;13.1;40.0
1992;5;13;10.9;40.0
1992;5;14;10.9;40.0
1992;5;15;10.9;40.0
1992;5;16;14.6;40.0
1992;5;17;18.9;40.0
1992;5;18;27.0;40.0
1992;5;19;34.0;40.0
1992;5;20;34.0;40.0
1992;5;21;41.7;40.0
1992;5;22;44.5;40.0
1992;5;23;54.8;40.0
1992;5;24;58.0;40.0
1992;5;25;66.3;40.0
1992;5;26;96.5;40.0
1992;5;27;171.0;40.0
1992;5;28;194.0;40.0
1992;5;29;132.0;40.0
1992;5;30;96.5;40.0
1992;5;31;82.6;40.0
1992;6;1;82.6;40.0
1992;6;2;77.0;40.0
1992;6;3;59.6;40.0
1992;6;4;34.0;40.0
1992;6;5;71.5;40.0
1992;6;6;101.0;40.0
1992;6;7;101.0;40.0
1992;6;8;96.5;40.0
1992;6;9;109.0;40.0
1992;6;10;105.0;40.0
1992;6;11;80.7;40.0
1992;6;12;71.5;40.0
1992;6;13;73.3;40.0
1992;6;14;59.6;40.0
1992;6;15;53.3;40.0
1992;6;16;43.1;40.0
1992;6;17;51.8;40.0
1992;6;18;51.8;40.0
1992;6;19;50.3;40.0
1992;6;20;37.8;40.0
1992;6;21;35.2;40.0
1992;6;22;36.5;40.0
1992;6;23;40.4;40.0
1992;6;24;32.8;40.0
1992;6;25;35.2;40.0
1992;6;26;36.5;40.0
1992;6;27;35.2;40.0
1992;6;28;44.5;40.0
1992;6;29;58.0;40.0
1992;6;30;32.8;40.0
1992;7;1;28.1;40.0
1992;7;2;34.0;40.0
1992;7;3;36.5;40.0
1992;7;4;37.8;40.0
1992;7;5;40.4;40.0
1992;7;6;45.9;40.0
1992;7;7;77.0;40.0
1992;7;8;78.8;40.0
1992;7;9;61.3;40.0
1992;7;10;47.3;40.0
1992;7;11;47.3;40.0
1992;7;12;41.7;40.0
1992;7;13;47.3;40.0
1992;7;14;44.5;40.0
1992;7;15;47.3;40.0
1992;7;16;51.8;40.0
1992;7;17;58.0;40.0
1992;7;18;69.8;40.0
1992;7;19;75.1;40.0
1992;7;20;68.0;40.0
1992;7;21;58.0;40.0
1992;7;22;56.4;40.0
1992;7;23;47.3;40.0
1992;7;24;43.1;40.0
1992;7;25;44.5;40.0
1992;7;26;40.4;40.0
1992;7;27;44.5;40.0
1992;7;28;54.8;40.0
1992;7;29;58.0;40.0
1992;7;30;48.8;40.0
1992;7;31;43.1;40.0
1992;8;1;43.1;40.0
1992;8;2;43.1;40.0
1992;8;3;43.1;40.0
1992;8;4;43.1;40.0
1992;8;5;47.3;40.0
1992;8;6;48.8;40.0
1992;8;7;45.9;40.0
1992;8;8;44.5;40.0
1992;8;9;41.7;40.0
1992;8;10;43.1;40.0
1992;8;11;45.9;40.0
1992;8;12;50.3;40.0
1992;8;13;47.3;40.0
1992;8;14;45.9;40.0
1992;8;15;61.3;40.0
1992;8;16;56.4;40.0
1992;8;17;56.4;40.0
1992;8;18;58.0;40.0
1992;8;19;56.4;40.0
1992;8;20;53.3;40.0
1992;8;21;48.8;40.0
1992;8;22;50.3;40.0
1992;8;23;47.3;40.0
1992;8;24;64.6;40.0
1992;8;25;58.0;40.0
1992;8;26;43.1;40.0
1992;8;27;30.4;40.0
1992;8;28;27.0;40.0
1992;8;29;34.0;40.0
1992;8;30;19.9;40.0
1992;8;31;22.8;40.0
1992;9;1;22.8;40.0
1992;9;2;20.8;40.0
1992;9;3;22.8;40.0
1992;9;4;20.8;40.0
1992;9;5;20.8;40.0
1992;9;6;18.9;40.0
1992;9;7;17.2;40.0
1992;9;8;20.8;40.0
1992;9;9;19.9;40.0
1992;9;10;17.2;40.0
1992;9;11;18.0;40.0
