YYYY;MM;DD;qobs;qc_flag
1970;1;1;0.41;40.0
1970;1;2;0.41;40.0
1970;1;3;0.41;40.0
1970;1;4;0.41;40.0
1970;1;5;0.41;40.0
1970;1;6;0.41;40.0
1970;1;7;0.41;40.0
1970;1;8;0.41;40.0
1970;1;9;0.41;40.0
1970;1;10;0.41;40.0
1970;1;11;0.41;40.0
1970;1;12;0.41;40.0
1970;1;13;0.41;40.0
1970;1;14;0.41;40.0
1970;1;15;0.41;40.0
1970;1;16;0.62;40.0
1970;1;17;1.03;40.0
1970;1;18;2.13;40.0
1970;1;19;2.37;40.0
1970;1;20;3.11;40.0
1970;1;21;3.96;40.0
1970;1;22;3.54;40.0
1970;1;23;3.11;40.0
1970;1;24;2.72;40.0
1970;1;25;2.37;40.0
1970;1;26;2.01;40.0
1970;1;27;2.13;40.0
1970;1;28;1.28;40.0
1970;1;29;1.03;40.0
1970;1;30;0.81;40.0
1970;1;31;0.62;40.0
1970;2;1;0.62;40.0
1970;2;2;0.5;40.0
1970;2;3;0.5;40.0
1970;2;4;0.5;40.0
1970;2;5;0.5;40.0
1970;2;6;0.5;40.0
1970;2;7;0.5;40.0
1970;2;8;0.5;40.0
1970;2;9;0.5;40.0
1970;2;10;0.5;40.0
1970;2;11;0.5;40.0
1970;2;12;0.5;40.0
1970;2;13;0.5;40.0
1970;2;14;0.5;40.0
1970;2;15;0.5;40.0
1970;2;16;0.5;40.0
1970;2;17;0.5;40.0
1970;2;18;0.5;40.0
1970;2;19;0.5;40.0
1970;2;20;0.5;40.0
1970;2;21;0.5;40.0
1970;2;22;0.5;40.0
1970;2;23;0.5;40.0
1970;2;24;0.5;40.0
1970;2;25;0.5;40.0
1970;2;26;0.5;40.0
1970;2;27;0.5;40.0
1970;2;28;0.5;40.0
1970;3;1;0.52;40.0
1970;3;2;0.52;40.0
1970;3;3;0.52;40.0
1970;3;4;0.52;40.0
1970;3;5;0.52;40.0
1970;3;6;0.52;40.0
1970;3;7;0.52;40.0
1970;3;8;0.52;40.0
1970;3;9;0.52;40.0
1970;3;10;0.52;40.0
1970;3;11;0.52;40.0
1970;3;12;0.52;40.0
1970;3;13;0.52;40.0
1970;3;14;0.52;40.0
1970;3;15;0.52;40.0
1970;3;16;0.52;40.0
1970;3;17;0.52;40.0
1970;3;18;0.52;40.0
1970;3;19;0.52;40.0
1970;3;20;0.52;40.0
1970;3;21;0.52;40.0
1970;3;22;0.52;40.0
1970;3;23;0.52;40.0
1970;3;24;0.52;40.0
1970;3;25;0.52;40.0
1970;3;26;0.52;40.0
1970;3;27;0.52;40.0
1970;3;28;0.52;40.0
1970;3;29;0.52;40.0
1970;3;30;0.52;40.0
1970;3;31;0.52;40.0
1970;4;1;0.54;40.0
1970;4;2;0.54;40.0
1970;4;3;0.54;40.0
1970;4;4;0.54;40.0
1970;4;5;0.54;40.0
1970;4;6;0.54;40.0
1970;4;7;0.54;40.0
1970;4;8;0.54;40.0
1970;4;9;0.54;40.0
1970;4;10;0.54;40.0
1970;4;11;0.54;40.0
1970;4;12;0.54;40.0
1970;4;13;0.54;40.0
1970;4;14;0.54;40.0
1970;4;15;0.54;40.0
1970;4;16;0.54;40.0
1970;4;17;0.54;40.0
1970;4;18;0.54;40.0
1970;4;19;0.54;40.0
1970;4;20;0.54;40.0
1970;4;21;0.54;40.0
1970;4;22;0.54;40.0
1970;4;23;0.54;40.0
1970;4;24;0.54;40.0
1970;4;25;0.54;40.0
1970;4;26;0.54;40.0
1970;4;27;0.54;40.0
1970;4;28;0.54;40.0
1970;4;29;0.54;40.0
1970;4;30;0.54;40.0
1970;5;1;0.35;40.0
1970;5;2;0.35;40.0
1970;5;3;0.35;40.0
1970;5;4;0.35;40.0
1970;5;5;0.35;40.0
1970;5;6;3.9;40.0
1970;5;7;2.85;40.0
1970;5;8;2.14;40.0
1970;5;9;2.07;40.0
1970;5;10;1.52;40.0
1970;5;11;1.09;40.0
1970;5;12;0.86;40.0
1970;5;13;0.75;40.0
1970;5;14;0.42;40.0
1970;5;15;0.36;40.0
1970;5;16;0.35;40.0
1970;5;17;1.38;40.0
1970;5;18;1.23;40.0
1970;5;19;0.86;40.0
1970;5;20;0.47;40.0
1970;5;21;0.42;40.0
1970;5;22;0.42;40.0
1970;5;23;0.47;40.0
1970;5;24;0.64;40.0
1970;5;25;0.64;40.0
1970;5;26;1.79;40.0
1970;5;27;2.14;40.0
1970;5;28;1.09;40.0
1970;5;29;0.64;40.0
1970;5;30;0.57;40.0
1970;5;31;0.42;40.0
1970;6;1;0.64;40.0
1970;6;2;0.75;40.0
1970;6;3;4.32;40.0
1970;6;4;1.52;40.0
1970;6;5;0.86;40.0
1970;6;6;0.97;40.0
1970;6;7;0.97;40.0
1970;6;8;0.75;40.0
1970;6;9;0.57;40.0
1970;6;10;0.42;40.0
1970;6;11;0.42;40.0
1970;6;12;0.42;40.0
1970;6;13;0.42;40.0
1970;6;14;0.42;40.0
1970;6;15;0.47;40.0
1970;6;16;0.47;40.0
1970;6;17;0.42;40.0
1970;6;18;0.42;40.0
1970;6;19;0.42;40.0
1970;6;20;0.42;40.0
1970;6;21;0.42;40.0
1970;6;22;0.37;40.0
1970;6;23;0.75;40.0
1970;6;24;0.57;40.0
1970;6;25;0.47;40.0
1970;6;26;0.42;40.0
1970;6;27;0.37;40.0
1970;6;28;0.35;40.0
1970;6;29;0.35;40.0
1970;6;30;2.49;40.0
1970;7;1;1.12;40.0
1970;7;2;0.79;40.0
1970;7;3;1.01;40.0
1970;7;4;0.89;40.0
1970;7;5;0.89;40.0
1970;7;6;0.51;40.0
1970;7;7;0.41;40.0
1970;7;8;0.41;40.0
1970;7;9;0.41;40.0
1970;7;10;0.38;40.0
1970;7;11;0.41;40.0
1970;7;12;0.38;40.0
1970;7;13;0.38;40.0
1970;7;14;0.38;40.0
