YYYY;MM;DD;qobs;qc_flag
1968;8;21;297.61;40.0
1968;8;22;325.95;40.0
1968;8;23;291.54;40.0
1968;8;24;380.18;40.0
1968;8;25;643.66;40.0
1968;8;26;608.84;40.0
1968;8;27;511.82;40.0
1968;8;28;454.86;40.0
1968;8;29;504.58;40.0
1968;8;30;504.58;40.0
1968;8;31;447.9;40.0
1968;9;1;444.43;40.0
1968;9;2;416.98;40.0
1968;9;3;472.43;40.0
1968;9;4;504.58;40.0
1968;9;5;522.73;40.0
1968;9;6;500.97;40.0
1968;9;7;437.51;40.0
1968;9;8;454.86;40.0
1968;9;9;472.43;40.0
1968;9;10;559.65;40.0
1968;9;11;541.09;40.0
1968;9;12;511.82;40.0
1968;9;13;475.97;40.0
1968;9;14;423.79;40.0
1968;9;15;366.52;40.0
1968;9;16;332.49;40.0
1968;9;17;309.99;40.0
1968;9;18;294.56;40.0
1968;9;19;288.55;40.0
1968;9;20;303.75;40.0
1968;9;21;325.95;40.0
1968;9;22;303.75;40.0
1968;9;23;276.76;40.0
1968;9;24;262.49;40.0
1968;9;25;297.61;40.0
1968;9;26;300.67;40.0
1968;9;27;259.7;40.0
1968;9;28;225.23;40.0
1968;9;29;172.11;40.0
1968;9;30;150.03;40.0
1968;10;1;170.02;40.0
1968;10;2;148.13;40.0
1968;10;3;157.82;40.0
1968;10;4;178.5;40.0
1968;10;5;189.49;40.0
1968;10;6;194.01;40.0
1968;10;7;174.22;40.0
1968;10;8;150.03;40.0
1968;10;9;163.84;40.0
1968;10;10;182.84;40.0
1968;10;11;178.5;40.0
1968;10;12;159.81;40.0
1968;10;13;172.11;40.0
1968;10;14;178.5;40.0
1968;10;15;178.5;40.0
1968;10;16;167.94;40.0
1968;10;17;180.66;40.0
1968;10;18;208.03;40.0
1968;10;19;;250.0
1968;10;20;;250.0
1968;10;21;268.14;40.0
1968;10;22;191.74;40.0
1968;10;23;182.84;40.0
1968;10;24;191.74;40.0
1968;10;25;157.82;40.0
1968;10;26;157.82;40.0
1968;10;27;157.82;40.0
1968;10;28;144.37;40.0
1968;10;29;;250.0
1968;10;30;;250.0
1968;10;31;;250.0
1968;11;1;;250.0
1968;11;2;;250.0
1968;11;3;;250.0
1968;11;4;;250.0
1968;11;5;;250.0
1968;11;6;;250.0
1968;11;7;;250.0
1968;11;8;270.99;40.0
1968;11;9;217.74;40.0
1968;11;10;200.94;40.0
1968;11;11;265.31;40.0
1968;11;12;400.12;40.0
1968;11;13;413.59;40.0
1968;11;14;325.95;40.0
1968;11;15;268.14;40.0
1968;11;16;319.5;40.0
1968;11;17;376.89;40.0
1968;11;18;465.38;40.0
1968;11;19;541.09;40.0
1968;11;20;427.21;40.0
1968;11;21;270.99;40.0
1968;11;22;240.72;40.0
1968;11;23;240.72;40.0
1968;11;24;203.28;40.0
1968;11;25;131.71;40.0
1968;11;26;124.83;40.0
1968;11;27;172.11;40.0
1968;11;28;198.61;40.0
1968;11;29;203.28;40.0
1968;11;30;210.43;40.0
1968;12;1;205.65;40.0
1968;12;2;203.28;40.0
1968;12;3;205.65;40.0
1968;12;4;198.61;40.0
1968;12;5;220.22;40.0
1968;12;6;;250.0
1968;12;7;393.43;40.0
1968;12;8;279.67;40.0
1968;12;9;235.48;40.0
1968;12;10;212.85;40.0
1968;12;11;215.29;40.0
1968;12;12;215.29;40.0
1968;12;13;200.94;40.0
1968;12;14;180.66;40.0
1968;12;15;163.84;40.0
