YYYY;MM;DD;qobs;qc_flag
1977;5;11;0.67;40.0
1977;5;12;0.67;40.0
1977;5;13;0.67;40.0
1977;5;14;0.67;40.0
1977;5;15;0.67;40.0
1977;5;16;;250.0
1977;5;17;5.62;40.0
1977;5;18;5.62;40.0
1977;5;19;5.62;40.0
1977;5;20;9.83;40.0
1977;5;21;11.69;40.0
1977;5;22;14.57;40.0
1977;5;23;43.82;40.0
1977;5;24;55.12;40.0
1977;5;25;60.36;40.0
1977;5;26;76.53;40.0
1977;5;27;79.59;40.0
1977;5;28;72.55;40.0
1977;5;29;79.59;40.0
1977;5;30;85.88;40.0
1977;5;31;102.54;40.0
1977;6;1;143.0;40.0
1977;6;2;123.0;40.0
1977;6;3;97.27;40.0
1977;6;4;75.53;40.0
1977;6;5;53.42;40.0
1977;6;6;34.51;40.0
1977;6;7;21.83;40.0
1977;6;8;18.26;40.0
1977;6;9;17.78;40.0
1977;6;10;25.16;40.0
1977;6;11;44.59;40.0
1977;6;12;62.16;40.0
1977;6;13;73.54;40.0
1977;6;14;86.95;40.0
1977;6;15;92.07;40.0
1977;6;16;106.55;40.0
1977;6;17;97.27;40.0
1977;6;18;84.81;40.0
1977;6;19;69.64;40.0
1977;6;20;68.68;40.0
1977;6;21;69.64;40.0
1977;6;22;71.57;40.0
1977;6;23;74.53;40.0
1977;6;24;61.26;40.0
1977;6;25;50.12;40.0
1977;6;26;43.07;40.0
1977;6;27;29.96;40.0
1977;6;28;25.73;40.0
1977;6;29;26.32;40.0
1977;6;30;20.26;40.0
1977;7;1;16.83;40.0
1977;7;2;23.47;40.0
1977;7;3;58.59;40.0
1977;7;4;43.82;40.0
1977;7;5;52.59;40.0
1977;7;6;44.59;40.0
1977;7;7;43.82;40.0
1977;7;8;37.96;40.0
1977;7;9;36.56;40.0
1977;7;10;43.82;40.0
1977;7;11;32.52;40.0
1977;7;12;22.92;40.0
1977;7;13;16.83;40.0
1977;7;14;12.08;40.0
1977;7;15;12.88;40.0
1977;7;16;19.25;40.0
1977;7;17;13.71;40.0
1977;7;18;10.19;40.0
1977;7;19;8.79;40.0
1977;7;20;8.09;40.0
1977;7;21;8.45;40.0
1977;7;22;7.07;40.0
1977;7;23;8.09;40.0
1977;7;24;7.74;40.0
1977;7;25;6.44;40.0
1977;7;26;6.44;40.0
1977;7;27;5.59;40.0
1977;7;28;5.32;40.0
1977;7;29;5.59;40.0
1977;7;30;5.06;40.0
1977;7;31;4.58;40.0
1977;8;1;4.13;40.0
1977;8;2;3.72;40.0
1977;8;3;2.66;40.0
1977;8;4;2.36;40.0
1977;8;5;2.22;40.0
1977;8;6;2.09;40.0
1977;8;7;2.22;40.0
1977;8;8;2.22;40.0
1977;8;9;2.22;40.0
1977;8;10;2.5;40.0
1977;8;11;40.11;40.0
1977;8;12;44.59;40.0
1977;8;13;28.72;40.0
1977;8;14;19.75;40.0
1977;8;15;15.91;40.0
1977;8;16;14.57;40.0
1977;8;17;13.3;40.0
1977;8;18;11.69;40.0
1977;8;19;10.55;40.0
1977;8;20;10.19;40.0
1977;8;21;9.47;40.0
1977;8;22;8.45;40.0
1977;8;23;6.75;40.0
1977;8;24;5.86;40.0
1977;8;25;5.06;40.0
1977;8;26;4.13;40.0
1977;8;27;3.72;40.0
1977;8;28;24.59;40.0
1977;8;29;12.08;40.0
1977;8;30;9.13;40.0
1977;8;31;9.47;40.0
1977;9;1;8.79;40.0
1977;9;2;8.09;40.0
1977;9;3;9.47;40.0
1977;9;4;22.37;40.0
1977;9;5;18.75;40.0
1977;9;6;11.3;40.0
1977;9;7;9.47;40.0
1977;9;8;8.09;40.0
1977;9;9;6.44;40.0
1977;9;10;5.59;40.0
1977;9;11;3.92;40.0
1977;9;12;5.06;40.0
1977;9;13;8.79;40.0
1977;9;14;6.44;40.0
1977;9;15;4.82;40.0
1977;9;16;3.92;40.0
1977;9;17;3.72;40.0
1977;9;18;3.15;40.0
1977;9;19;2.98;40.0
1977;9;20;2.81;40.0
1977;9;21;2.66;40.0
1977;9;22;2.81;40.0
1977;9;23;3.15;40.0
1977;9;24;3.72;40.0
1977;9;25;6.15;40.0
1977;9;26;24.02;40.0
1977;9;27;19.75;40.0
1977;9;28;12.88;40.0
1977;9;29;14.57;40.0
1977;9;30;9.83;40.0
1977;10;1;4.58;40.0
1977;10;2;5.06;40.0
1977;10;3;6.44;40.0
1977;10;4;4.58;40.0
1977;10;5;2.81;40.0
1977;10;6;3.15;40.0
1977;10;7;4.35;40.0
1977;10;8;4.82;40.0
1977;10;9;3.72;40.0
1977;10;10;2.81;40.0
1977;10;11;3.33;40.0
1977;10;12;2.5;40.0
1977;10;13;4.35;40.0
1977;10;14;5.59;40.0
1977;10;15;32.52;40.0
1977;10;16;36.56;40.0
1977;10;17;37.96;40.0
1977;10;18;28.11;40.0
1977;10;19;40.84;40.0
1977;10;20;60.36;40.0
1977;10;21;32.52;40.0
1977;10;22;;250.0
1977;10;23;20.26;40.0
1977;10;24;20.26;40.0
1977;10;25;14.57;40.0
1977;10;26;9.13;40.0
1977;10;27;8.09;40.0
1977;10;28;10.19;40.0
1977;10;29;14.57;40.0
1977;10;30;48.5;40.0
1977;10;31;29.96;40.0
1977;11;1;15.01;40.0
1977;11;2;9.47;40.0
1977;11;3;7.4;40.0
1977;11;4;5.59;40.0
1977;11;5;4.82;40.0
1977;11;6;4.13;40.0
1977;11;7;4.13;40.0
1977;11;8;4.58;40.0
1977;11;9;3.92;40.0
1977;11;10;3.72;40.0
1977;11;11;2.36;40.0
1977;11;12;2.98;40.0
1977;11;13;;250.0
1977;11;14;;250.0
1977;11;15;;250.0
1977;11;16;;250.0
1977;11;17;;250.0
1977;11;18;;250.0
1977;11;19;;250.0
1977;11;20;;250.0
1977;11;21;;250.0
1977;11;22;;250.0
1977;11;23;;250.0
1977;11;24;;250.0
1977;11;25;;250.0
1977;11;26;;250.0
1977;11;27;;250.0
1977;11;28;;250.0
1977;11;29;;250.0
1977;11;30;3.52;40.0
1977;12;1;3.15;40.0
1977;12;2;3.52;40.0
1977;12;3;4.58;40.0
1977;12;4;7.4;40.0
1977;12;5;34.51;40.0
1977;12;6;45.36;40.0
1977;12;7;26.32;40.0
1977;12;8;16.36;40.0
1977;12;9;12.88;40.0
1977;12;10;12.48;40.0
1977;12;11;12.08;40.0
1977;12;12;12.88;40.0
1977;12;13;12.88;40.0
1977;12;14;11.3;40.0
1977;12;15;9.13;40.0
1977;12;16;6.75;40.0
1977;12;17;6.15;40.0
1977;12;18;5.32;40.0
1977;12;19;;250.0
1977;12;20;;250.0
1977;12;21;;250.0
1977;12;22;;250.0
1977;12;23;;250.0
1977;12;24;;250.0
1977;12;25;;250.0
1977;12;26;;250.0
1977;12;27;;250.0
1977;12;28;;250.0
1977;12;29;;250.0
1977;12;30;;250.0
1977;12;31;;250.0
1978;1;1;;250.0
1978;1;2;;250.0
1978;1;3;;250.0
1978;1;4;;250.0
1978;1;5;;250.0
1978;1;6;;250.0
1978;1;7;;250.0
1978;1;8;;250.0
1978;1;9;;250.0
1978;1;10;;250.0
1978;1;11;;250.0
1978;1;12;;250.0
1978;1;13;;250.0
1978;1;14;;250.0
1978;1;15;;250.0
1978;1;16;;250.0
1978;1;17;;250.0
1978;1;18;;250.0
1978;1;19;;250.0
1978;1;20;2.22;40.0
1978;1;21;12.88;40.0
1978;1;22;26.32;40.0
1978;1;23;10.55;40.0
1978;1;24;8.45;40.0
1978;1;25;6.44;40.0
1978;1;26;6.15;40.0
1978;1;27;;250.0
1978;1;28;;250.0
1978;1;29;;250.0
1978;1;30;;250.0
1978;1;31;;250.0
1978;2;1;;250.0
1978;2;2;;250.0
1978;2;3;;250.0
1978;2;4;;250.0
1978;2;5;2.81;40.0
1978;2;6;8.79;40.0
1978;2;7;4.58;40.0
1978;2;8;3.33;40.0
1978;2;9;;250.0
1978;2;10;;250.0
1978;2;11;;250.0
1978;2;12;;250.0
1978;2;13;;250.0
1978;2;14;;250.0
1978;2;15;;250.0
1978;2;16;;250.0
1978;2;17;;250.0
1978;2;18;;250.0
1978;2;19;;250.0
1978;2;20;;250.0
1978;2;21;;250.0
1978;2;22;;250.0
1978;2;23;;250.0
1978;2;24;;250.0
1978;2;25;;250.0
1978;2;26;;250.0
1978;2;27;;250.0
1978;2;28;;250.0
1978;3;1;;250.0
1978;3;2;;250.0
1978;3;3;;250.0
1978;3;4;;250.0
1978;3;5;;250.0
1978;3;6;;250.0
1978;3;7;;250.0
1978;3;8;;250.0
1978;3;9;;250.0
1978;3;10;;250.0
1978;3;11;;250.0
1978;3;12;;250.0
1978;3;13;;250.0
1978;3;14;;250.0
1978;3;15;;250.0
1978;3;16;;250.0
1978;3;17;;250.0
1978;3;18;;250.0
1978;3;19;;250.0
1978;3;20;;250.0
1978;3;21;;250.0
1978;3;22;0.72;40.0
1978;3;23;;250.0
1978;3;24;;250.0
1978;3;25;;250.0
1978;3;26;;250.0
1978;3;27;;250.0
1978;3;28;;250.0
1978;3;29;;250.0
1978;3;30;;250.0
1978;3;31;;250.0
1978;4;1;;250.0
1978;4;2;;250.0
1978;4;3;;250.0
1978;4;4;;250.0
1978;4;5;;250.0
1978;4;6;;250.0
1978;4;7;;250.0
1978;4;8;;250.0
1978;4;9;;250.0
1978;4;10;;250.0
1978;4;11;;250.0
1978;4;12;;250.0
1978;4;13;;250.0
1978;4;14;;250.0
1978;4;15;2.22;40.0
1978;4;16;2.5;40.0
1978;4;17;2.81;40.0
1978;4;18;2.98;40.0
1978;4;19;2.66;40.0
1978;4;20;2.5;40.0
1978;4;21;2.36;40.0
1978;4;22;2.36;40.0
1978;4;23;2.22;40.0
1978;4;24;2.09;40.0
1978;4;25;2.09;40.0
1978;4;26;1.96;40.0
1978;4;27;1.84;40.0
1978;4;28;1.73;40.0
1978;4;29;1.73;40.0
1978;4;30;1.84;40.0
1978;5;1;1.84;40.0
1978;5;2;1.84;40.0
1978;5;3;1.73;40.0
1978;5;4;1.62;40.0
1978;5;5;1.51;40.0
1978;5;6;3.15;40.0
1978;5;7;8.45;40.0
1978;5;8;12.08;40.0
1978;5;9;17.3;40.0
1978;5;10;20.26;40.0
1978;5;11;25.73;40.0
1978;5;12;24.59;40.0
1978;5;13;20.26;40.0
1978;5;14;22.92;40.0
1978;5;15;22.92;40.0
1978;5;16;25.16;40.0
1978;5;17;27.5;40.0
1978;5;18;26.32;40.0
1978;5;19;25.16;40.0
1978;5;20;34.51;40.0
1978;5;21;53.42;40.0
1978;5;22;83.75;40.0
1978;5;23;97.27;40.0
1978;5;24;75.53;40.0
1978;5;25;59.47;40.0
1978;5;26;52.59;40.0
1978;5;27;52.59;40.0
1978;5;28;55.98;40.0
1978;5;29;63.99;40.0
1978;5;30;61.26;40.0
1978;5;31;55.12;40.0
1978;6;1;66.78;40.0
1978;6;2;76.53;40.0
1978;6;3;73.54;40.0
1978;6;4;66.78;40.0
1978;6;5;56.84;40.0
1978;6;6;48.5;40.0
1978;6;7;45.36;40.0
1978;6;8;53.42;40.0
1978;6;9;47.71;40.0
1978;6;10;53.42;40.0
1978;6;11;55.12;40.0
1978;6;12;64.92;40.0
1978;6;13;93.36;40.0
1978;6;14;124.4;40.0
1978;6;15;109.25;40.0
1978;6;16;103.88;40.0
1978;6;17;105.21;40.0
1978;6;18;105.21;40.0
1978;6;19;83.75;40.0
1978;6;20;58.59;40.0
1978;6;21;43.07;40.0
1978;6;22;33.84;40.0
1978;6;23;29.96;40.0
1978;6;24;25.73;40.0
1978;6;25;24.59;40.0
1978;6;26;41.57;40.0
1978;6;27;55.98;40.0
1978;6;28;54.27;40.0
1978;6;29;52.59;40.0
1978;6;30;53.42;40.0
1978;7;1;52.59;40.0
1978;7;2;59.47;40.0
1978;7;3;56.84;40.0
1978;7;4;51.76;40.0
1978;7;5;55.12;40.0
1978;7;6;50.93;40.0
1978;7;7;53.42;40.0
1978;7;8;50.12;40.0
1978;7;9;42.32;40.0
1978;7;10;56.84;40.0
1978;7;11;63.99;40.0
1978;7;12;66.78;40.0
1978;7;13;64.92;40.0
1978;7;14;54.27;40.0
1978;7;15;54.27;40.0
1978;7;16;51.76;40.0
