YYYY;MM;DD;qobs;qc_flag
1951;7;1;91.37;40.0
1951;7;2;91.37;40.0
1951;7;3;91.37;40.0
1951;7;4;73.07;40.0
1951;7;5;73.07;40.0
1951;7;6;73.07;40.0
1951;7;7;73.07;40.0
1951;7;8;76.16;40.0
1951;7;9;76.16;40.0
1951;7;10;76.16;40.0
1951;7;11;70.63;40.0
1951;7;12;70.63;40.0
1951;7;13;70.63;40.0
1951;7;14;70.63;40.0
1951;7;15;76.16;40.0
1951;7;16;76.16;40.0
1951;7;17;76.16;40.0
1951;7;18;76.16;40.0
1951;7;19;76.16;40.0
1951;7;20;76.16;40.0
1951;7;21;76.16;40.0
1951;7;22;80.12;40.0
1951;7;23;80.12;40.0
1951;7;24;80.12;40.0
1951;7;25;71.84;40.0
1951;7;26;71.84;40.0
1951;7;27;71.84;40.0
1951;7;28;71.84;40.0
1951;7;29;70.63;40.0
1951;7;30;70.63;40.0
1951;7;31;70.63;40.0
1951;8;1;73.07;40.0
1951;8;2;73.07;40.0
1951;8;3;73.07;40.0
1951;8;4;73.07;40.0
1951;8;5;69.42;40.0
1951;8;6;69.42;40.0
1951;8;7;69.42;40.0
1951;8;8;68.82;40.0
1951;8;9;68.82;40.0
1951;8;10;68.82;40.0
1951;8;11;68.82;40.0
1951;8;12;68.22;40.0
1951;8;13;68.22;40.0
1951;8;14;68.22;40.0
1951;8;15;69.42;40.0
1951;8;16;69.42;40.0
1951;8;17;69.42;40.0
1951;8;18;69.42;40.0
1951;8;19;72.45;40.0
1951;8;20;72.45;40.0
1951;8;21;72.45;40.0
1951;8;22;69.42;40.0
1951;8;23;69.42;40.0
1951;8;24;69.42;40.0
1951;8;25;69.42;40.0
1951;8;26;81.13;40.0
1951;8;27;81.13;40.0
1951;8;28;81.13;40.0
1951;8;29;71.84;40.0
1951;8;30;71.84;40.0
1951;8;31;71.84;40.0
1951;9;1;71.84;40.0
1951;9;2;68.82;40.0
1951;9;3;68.82;40.0
1951;9;4;68.82;40.0
1951;9;5;69.42;40.0
1951;9;6;69.42;40.0
1951;9;7;69.42;40.0
1951;9;8;69.42;40.0
1951;9;9;79.13;40.0
1951;9;10;79.13;40.0
1951;9;11;79.13;40.0
1951;9;12;96.65;40.0
1951;9;13;96.65;40.0
1951;9;14;96.65;40.0
1951;9;15;96.65;40.0
1951;9;16;67.02;40.0
1951;9;17;67.02;40.0
1951;9;18;67.02;40.0
1951;9;19;68.82;40.0
1951;9;20;68.82;40.0
1951;9;21;68.82;40.0
1951;9;22;68.82;40.0
1951;9;23;73.07;40.0
1951;9;24;73.07;40.0
1951;9;25;73.07;40.0
1951;9;26;78.13;40.0
1951;9;27;78.13;40.0
1951;9;28;78.13;40.0
1951;9;29;78.13;40.0
1951;9;30;78.13;40.0
1951;10;1;78.13;40.0
1951;10;2;78.13;40.0
1951;10;3;78.13;40.0
1951;10;4;78.13;40.0
1951;10;5;78.13;40.0
1951;10;6;78.13;40.0
1951;10;7;76.16;40.0
1951;10;8;76.16;40.0
1951;10;9;76.16;40.0
1951;10;10;81.13;40.0
1951;10;11;81.13;40.0
1951;10;12;81.13;40.0
1951;10;13;81.13;40.0
1951;10;14;113.07;40.0
1951;10;15;113.07;40.0
1951;10;16;113.07;40.0
1951;10;17;97.72;40.0
1951;10;18;97.72;40.0
1951;10;19;97.72;40.0
1951;10;20;97.72;40.0
1951;10;21;69.42;40.0
1951;10;22;69.42;40.0
1951;10;23;69.42;40.0
1951;10;24;73.68;40.0
1951;10;25;73.68;40.0
1951;10;26;73.68;40.0
1951;10;27;73.68;40.0
1951;10;28;107.5;40.0
1951;10;29;107.5;40.0
1951;10;30;107.5;40.0
1951;10;31;80.12;40.0
1951;11;1;80.12;40.0
1951;11;2;80.12;40.0
1951;11;3;80.12;40.0
1951;11;4;76.16;40.0
1951;11;5;76.16;40.0
1951;11;6;76.16;40.0
1951;11;7;73.68;40.0
1951;11;8;73.68;40.0
1951;11;9;73.68;40.0
1951;11;10;73.68;40.0
1951;11;11;74.3;40.0
1951;11;12;74.3;40.0
1951;11;13;74.3;40.0
1951;11;14;72.45;40.0
1951;11;15;72.45;40.0
1951;11;16;72.45;40.0
1951;11;17;72.45;40.0
1951;11;18;70.02;40.0
1951;11;19;70.02;40.0
1951;11;20;70.02;40.0
1951;11;21;70.63;40.0
1951;11;22;70.63;40.0
1951;11;23;70.63;40.0
1951;11;24;70.63;40.0
1951;11;25;72.45;40.0
1951;11;26;72.45;40.0
1951;11;27;72.45;40.0
1951;11;28;70.02;40.0
1951;11;29;70.02;40.0
1951;11;30;70.02;40.0
1951;12;1;70.02;40.0
1951;12;2;73.68;40.0
1951;12;3;73.68;40.0
1951;12;4;73.68;40.0
1951;12;5;68.82;40.0
1951;12;6;68.82;40.0
1951;12;7;68.82;40.0
