YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.227;0.0;0.634;0.001;0.0;0.111;0.018
2001;0.0;0.228;0.0;0.632;0.002;0.0;0.111;0.018
2002;0.0;0.23;0.0;0.63;0.002;0.0;0.111;0.018
2003;0.0;0.231;0.0;0.629;0.002;0.0;0.111;0.018
2004;0.0;0.232;0.0;0.627;0.002;0.0;0.111;0.018
2005;0.0;0.233;0.0;0.625;0.002;0.0;0.111;0.018
2006;0.0;0.235;0.0;0.623;0.002;0.0;0.111;0.018
2007;0.0;0.233;0.0;0.622;0.007;0.0;0.109;0.018
2008;0.0;0.232;0.0;0.62;0.012;0.0;0.107;0.018
2009;0.0;0.23;0.0;0.619;0.018;0.0;0.104;0.018
2010;0.0;0.229;0.0;0.618;0.023;0.0;0.102;0.018
2011;0.0;0.227;0.0;0.616;0.028;0.0;0.1;0.018
2012;0.0;0.226;0.0;0.615;0.033;0.0;0.098;0.017
2013;0.0;0.227;0.0;0.614;0.033;0.0;0.098;0.017
2014;0.0;0.228;0.0;0.612;0.033;0.0;0.098;0.017
2015;0.0;0.229;0.0;0.611;0.033;0.0;0.099;0.017
2016;0.0;0.23;0.0;0.609;0.034;0.0;0.099;0.017
2017;0.0;0.231;0.0;0.608;0.034;0.0;0.099;0.017
2018;0.0;0.232;0.0;0.606;0.034;0.0;0.099;0.017
