YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.485;0.0;0.0;0.007;0.0;0.47;0.031
2001;0.0;0.485;0.0;0.0;0.007;0.0;0.47;0.031
2002;0.0;0.485;0.0;0.0;0.007;0.0;0.47;0.031
2003;0.0;0.485;0.0;0.0;0.007;0.0;0.47;0.031
2004;0.0;0.485;0.0;0.0;0.007;0.0;0.47;0.031
2005;0.0;0.485;0.0;0.0;0.007;0.0;0.47;0.031
2006;0.0;0.484;0.0;0.0;0.007;0.0;0.47;0.031
2007;0.0;0.484;0.0;0.0;0.007;0.0;0.47;0.031
2008;0.0;0.484;0.0;0.0;0.007;0.0;0.47;0.031
2009;0.0;0.484;0.0;0.0;0.007;0.0;0.47;0.031
2010;0.0;0.484;0.0;0.0;0.007;0.0;0.47;0.031
2011;0.0;0.484;0.0;0.0;0.007;0.0;0.47;0.031
2012;0.0;0.484;0.0;0.0;0.007;0.0;0.47;0.031
2013;0.0;0.484;0.0;0.0;0.007;0.0;0.47;0.031
2014;0.0;0.484;0.0;0.0;0.007;0.0;0.47;0.031
2015;0.0;0.484;0.0;0.0;0.007;0.0;0.47;0.031
2016;0.0;0.484;0.0;0.0;0.007;0.0;0.47;0.031
2017;0.0;0.484;0.0;0.0;0.007;0.0;0.47;0.031
2018;0.0;0.484;0.0;0.0;0.007;0.0;0.47;0.031
