YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.456;0.0;0.132;0.051;0.0;0.231;0.099
2001;0.0;0.457;0.0;0.131;0.051;0.0;0.231;0.099
2002;0.0;0.458;0.0;0.131;0.051;0.0;0.231;0.099
2003;0.0;0.459;0.0;0.13;0.051;0.0;0.231;0.099
2004;0.0;0.46;0.0;0.129;0.051;0.0;0.231;0.099
2005;0.0;0.461;0.0;0.128;0.051;0.0;0.231;0.099
2006;0.0;0.462;0.0;0.127;0.051;0.0;0.231;0.099
2007;0.0;0.462;0.0;0.126;0.051;0.0;0.231;0.099
2008;0.0;0.463;0.0;0.125;0.051;0.0;0.231;0.099
2009;0.0;0.464;0.0;0.125;0.051;0.0;0.231;0.099
2010;0.0;0.465;0.0;0.124;0.051;0.0;0.231;0.099
2011;0.0;0.465;0.0;0.123;0.051;0.0;0.231;0.099
2012;0.0;0.466;0.0;0.122;0.051;0.0;0.231;0.099
2013;0.0;0.467;0.0;0.122;0.051;0.0;0.232;0.099
2014;0.0;0.468;0.0;0.121;0.051;0.0;0.232;0.099
2015;0.0;0.468;0.0;0.12;0.05;0.0;0.232;0.099
2016;0.0;0.469;0.0;0.119;0.05;0.0;0.232;0.099
2017;0.0;0.47;0.0;0.119;0.05;0.0;0.232;0.099
2018;0.0;0.47;0.0;0.118;0.05;0.0;0.233;0.099
