YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.161;0.0;0.242;0.004;0.0;0.362;0.0
2001;0.0;0.162;0.0;0.241;0.004;0.0;0.362;0.0
2002;0.0;0.162;0.0;0.24;0.004;0.0;0.363;0.0
2003;0.0;0.163;0.0;0.238;0.004;0.0;0.363;0.0
2004;0.0;0.164;0.0;0.237;0.004;0.0;0.363;0.0
2005;0.0;0.165;0.0;0.236;0.004;0.0;0.363;0.0
2006;0.0;0.166;0.0;0.234;0.004;0.0;0.363;0.0
2007;0.0;0.168;0.0;0.232;0.004;0.0;0.363;0.0
2008;0.0;0.17;0.0;0.229;0.004;0.0;0.363;0.0
2009;0.0;0.173;0.0;0.227;0.004;0.0;0.363;0.0
2010;0.0;0.175;0.0;0.224;0.004;0.0;0.363;0.0
2011;0.0;0.178;0.0;0.222;0.004;0.0;0.363;0.0
2012;0.0;0.18;0.0;0.22;0.004;0.0;0.363;0.0
2013;0.0;0.181;0.0;0.219;0.004;0.0;0.363;0.0
2014;0.0;0.182;0.0;0.218;0.004;0.0;0.363;0.0
2015;0.0;0.183;0.0;0.217;0.004;0.0;0.363;0.0
2016;0.0;0.183;0.0;0.216;0.004;0.0;0.363;0.0
2017;0.0;0.184;0.0;0.215;0.004;0.0;0.363;0.0
2018;0.0;0.185;0.0;0.215;0.004;0.0;0.363;0.0
