YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.65;0.0;0.094;0.046;0.0;0.094;0.0
2001;0.0;0.643;0.0;0.093;0.046;0.0;0.094;0.0
2002;0.0;0.636;0.0;0.093;0.046;0.0;0.094;0.0
2003;0.0;0.629;0.0;0.092;0.046;0.0;0.093;0.0
2004;0.0;0.622;0.0;0.092;0.046;0.0;0.093;0.0
2005;0.0;0.615;0.0;0.091;0.046;0.0;0.093;0.0
2006;0.0;0.608;0.0;0.091;0.046;0.0;0.093;0.0
2007;0.0;0.609;0.0;0.09;0.046;0.0;0.093;0.0
2008;0.0;0.609;0.0;0.089;0.046;0.0;0.093;0.0
2009;0.0;0.61;0.0;0.088;0.046;0.0;0.093;0.0
2010;0.0;0.61;0.0;0.087;0.046;0.0;0.093;0.0
2011;0.0;0.611;0.0;0.086;0.046;0.0;0.093;0.0
2012;0.0;0.611;0.0;0.084;0.046;0.0;0.093;0.0
2013;0.0;0.611;0.0;0.084;0.046;0.0;0.093;0.0
2014;0.0;0.611;0.0;0.083;0.046;0.0;0.093;0.0
2015;0.0;0.611;0.0;0.082;0.046;0.0;0.093;0.0
2016;0.0;0.611;0.0;0.081;0.046;0.0;0.093;0.0
2017;0.0;0.611;0.0;0.081;0.046;0.0;0.093;0.0
2018;0.0;0.612;0.0;0.08;0.046;0.0;0.093;0.0
