YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.249;0.0;0.0;0.0;0.0;0.706;0.045
2001;0.0;0.245;0.0;0.0;0.0;0.0;0.71;0.045
2002;0.0;0.241;0.0;0.0;0.0;0.0;0.714;0.045
2003;0.0;0.236;0.0;0.0;0.0;0.0;0.718;0.045
2004;0.0;0.232;0.0;0.0;0.0;0.0;0.723;0.045
2005;0.0;0.228;0.0;0.0;0.0;0.0;0.727;0.045
2006;0.0;0.224;0.0;0.0;0.0;0.0;0.731;0.045
2007;0.0;0.224;0.0;0.0;0.0;0.0;0.731;0.045
2008;0.0;0.224;0.0;0.0;0.0;0.0;0.731;0.045
2009;0.0;0.224;0.0;0.0;0.0;0.0;0.731;0.045
2010;0.0;0.224;0.0;0.0;0.0;0.0;0.731;0.045
2011;0.0;0.224;0.0;0.0;0.0;0.0;0.731;0.045
2012;0.0;0.224;0.0;0.0;0.0;0.0;0.731;0.045
2013;0.0;0.224;0.0;0.0;0.0;0.0;0.731;0.045
2014;0.0;0.224;0.0;0.0;0.0;0.0;0.731;0.045
2015;0.0;0.224;0.0;0.0;0.0;0.0;0.731;0.045
2016;0.0;0.224;0.0;0.0;0.0;0.0;0.731;0.045
2017;0.0;0.224;0.0;0.0;0.0;0.0;0.731;0.045
2018;0.0;0.224;0.0;0.0;0.0;0.0;0.731;0.045
