YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.007;0.597;0.0;0.137;0.036;0.0;0.15;0.026
2001;0.007;0.596;0.0;0.136;0.036;0.0;0.149;0.026
2002;0.007;0.594;0.0;0.135;0.036;0.0;0.149;0.026
2003;0.007;0.593;0.001;0.135;0.036;0.0;0.149;0.027
2004;0.007;0.591;0.001;0.134;0.036;0.0;0.148;0.027
2005;0.007;0.59;0.001;0.133;0.036;0.0;0.148;0.028
2006;0.007;0.588;0.001;0.133;0.036;0.0;0.148;0.028
2007;0.007;0.589;0.001;0.132;0.036;0.0;0.148;0.028
2008;0.007;0.59;0.001;0.131;0.036;0.0;0.148;0.028
2009;0.007;0.59;0.001;0.131;0.036;0.0;0.148;0.028
2010;0.007;0.591;0.001;0.13;0.036;0.0;0.148;0.028
2011;0.007;0.591;0.001;0.129;0.036;0.0;0.148;0.028
2012;0.007;0.592;0.001;0.129;0.036;0.0;0.148;0.028
2013;0.007;0.592;0.001;0.128;0.036;0.0;0.148;0.028
2014;0.007;0.592;0.001;0.127;0.036;0.0;0.148;0.027
2015;0.008;0.592;0.001;0.127;0.036;0.0;0.148;0.027
2016;0.008;0.593;0.001;0.126;0.036;0.0;0.148;0.027
2017;0.008;0.593;0.001;0.126;0.037;0.0;0.148;0.027
2018;0.008;0.593;0.001;0.125;0.037;0.0;0.148;0.026
