YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.002;0.604;0.0;0.016;0.0;0.0;0.361;0.0
2001;0.002;0.604;0.0;0.016;0.0;0.0;0.361;0.0
2002;0.002;0.604;0.0;0.016;0.0;0.0;0.361;0.0
2003;0.002;0.604;0.0;0.016;0.0;0.0;0.361;0.0
2004;0.002;0.604;0.0;0.016;0.0;0.0;0.361;0.0
2005;0.002;0.604;0.0;0.016;0.0;0.0;0.361;0.0
2006;0.002;0.604;0.0;0.016;0.0;0.0;0.361;0.0
2007;0.002;0.604;0.0;0.015;0.0;0.0;0.361;0.0
2008;0.002;0.604;0.0;0.015;0.0;0.0;0.361;0.0
2009;0.002;0.604;0.0;0.015;0.0;0.0;0.361;0.0
2010;0.002;0.605;0.0;0.015;0.0;0.0;0.361;0.0
2011;0.002;0.605;0.0;0.015;0.0;0.0;0.361;0.0
2012;0.002;0.605;0.0;0.014;0.0;0.0;0.361;0.0
2013;0.002;0.636;0.0;0.014;0.0;0.0;0.329;0.0
2014;0.002;0.666;0.0;0.014;0.0;0.0;0.296;0.0
2015;0.002;0.697;0.0;0.014;0.0;0.0;0.263;0.0
2016;0.002;0.728;0.0;0.014;0.0;0.0;0.23;0.0
2017;0.002;0.758;0.0;0.014;0.0;0.0;0.198;0.0
2018;0.002;0.789;0.0;0.014;0.0;0.0;0.165;0.0
