YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.04;0.459;0.003;0.056;0.001;0.0;0.439;0.003
2001;0.04;0.459;0.003;0.056;0.001;0.0;0.439;0.003
2002;0.04;0.459;0.003;0.056;0.001;0.0;0.439;0.003
2003;0.04;0.459;0.003;0.056;0.001;0.0;0.438;0.003
2004;0.04;0.459;0.003;0.056;0.001;0.0;0.438;0.003
2005;0.04;0.459;0.003;0.056;0.001;0.0;0.438;0.003
2006;0.041;0.459;0.003;0.056;0.001;0.0;0.438;0.003
2007;0.041;0.459;0.003;0.056;0.001;0.0;0.438;0.003
2008;0.041;0.459;0.003;0.056;0.001;0.0;0.438;0.003
2009;0.041;0.459;0.003;0.056;0.001;0.0;0.438;0.003
2010;0.041;0.459;0.003;0.056;0.001;0.0;0.438;0.003
2011;0.041;0.459;0.003;0.056;0.001;0.0;0.438;0.003
2012;0.041;0.459;0.003;0.056;0.001;0.0;0.438;0.003
2013;0.04;0.46;0.003;0.054;0.001;0.0;0.438;0.003
2014;0.04;0.462;0.004;0.053;0.001;0.0;0.438;0.003
2015;0.04;0.464;0.004;0.051;0.001;0.0;0.438;0.003
2016;0.04;0.465;0.004;0.049;0.001;0.0;0.438;0.003
2017;0.04;0.467;0.004;0.048;0.001;0.0;0.437;0.003
2018;0.04;0.468;0.005;0.046;0.001;0.0;0.437;0.003
