YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.009;0.318;0.001;0.012;0.088;0.008;0.537;0.005
2001;0.009;0.318;0.001;0.011;0.088;0.008;0.537;0.005
2002;0.009;0.318;0.001;0.011;0.088;0.008;0.536;0.005
2003;0.009;0.318;0.001;0.011;0.088;0.008;0.536;0.005
2004;0.009;0.318;0.002;0.011;0.088;0.008;0.536;0.005
2005;0.009;0.318;0.002;0.011;0.088;0.008;0.536;0.005
2006;0.009;0.318;0.002;0.011;0.088;0.008;0.535;0.005
2007;0.009;0.318;0.002;0.011;0.088;0.008;0.535;0.005
2008;0.009;0.318;0.002;0.011;0.088;0.008;0.535;0.005
2009;0.009;0.319;0.002;0.01;0.088;0.008;0.535;0.005
2010;0.009;0.319;0.002;0.01;0.088;0.008;0.535;0.005
2011;0.009;0.319;0.002;0.01;0.088;0.008;0.535;0.005
2012;0.009;0.319;0.002;0.01;0.088;0.008;0.535;0.005
2013;0.009;0.319;0.005;0.01;0.088;0.008;0.532;0.005
2014;0.009;0.319;0.009;0.01;0.088;0.008;0.528;0.005
2015;0.009;0.319;0.012;0.01;0.088;0.008;0.525;0.005
2016;0.009;0.319;0.016;0.01;0.088;0.008;0.521;0.005
2017;0.009;0.319;0.019;0.01;0.088;0.008;0.518;0.005
2018;0.009;0.319;0.023;0.01;0.088;0.008;0.514;0.005
