YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.023;0.183;0.015;0.051;0.032;0.001;0.617;0.059
2001;0.023;0.183;0.015;0.051;0.032;0.001;0.616;0.06
2002;0.023;0.184;0.016;0.051;0.032;0.001;0.614;0.061
2003;0.024;0.184;0.016;0.051;0.032;0.001;0.613;0.061
2004;0.024;0.185;0.016;0.05;0.032;0.001;0.611;0.062
2005;0.024;0.185;0.016;0.05;0.032;0.001;0.61;0.062
2006;0.024;0.186;0.016;0.05;0.032;0.001;0.608;0.063
2007;0.024;0.186;0.016;0.049;0.032;0.001;0.608;0.063
2008;0.024;0.186;0.016;0.049;0.032;0.001;0.608;0.063
2009;0.024;0.187;0.016;0.049;0.033;0.001;0.607;0.063
2010;0.024;0.187;0.016;0.049;0.033;0.001;0.607;0.063
2011;0.024;0.187;0.016;0.048;0.034;0.001;0.606;0.063
2012;0.024;0.188;0.017;0.048;0.034;0.001;0.606;0.063
2013;0.024;0.188;0.017;0.048;0.034;0.001;0.605;0.063
2014;0.025;0.188;0.017;0.048;0.034;0.001;0.605;0.063
2015;0.025;0.188;0.017;0.047;0.034;0.001;0.604;0.063
2016;0.025;0.189;0.018;0.047;0.034;0.001;0.603;0.064
2017;0.025;0.189;0.018;0.047;0.034;0.001;0.603;0.064
2018;0.026;0.189;0.018;0.047;0.034;0.001;0.602;0.064
