YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.004;0.385;0.003;0.014;0.008;0.0;0.576;0.004
2001;0.004;0.385;0.003;0.014;0.008;0.0;0.576;0.004
2002;0.004;0.385;0.003;0.014;0.008;0.0;0.576;0.004
2003;0.004;0.385;0.003;0.014;0.008;0.0;0.575;0.004
2004;0.004;0.385;0.004;0.014;0.008;0.0;0.575;0.004
2005;0.004;0.385;0.004;0.014;0.008;0.0;0.575;0.004
2006;0.004;0.385;0.004;0.014;0.008;0.0;0.575;0.004
2007;0.004;0.385;0.004;0.014;0.01;0.0;0.573;0.004
2008;0.004;0.385;0.004;0.014;0.012;0.0;0.571;0.004
2009;0.004;0.385;0.004;0.014;0.015;0.0;0.568;0.004
2010;0.004;0.385;0.004;0.014;0.017;0.0;0.566;0.004
2011;0.004;0.385;0.004;0.014;0.019;0.0;0.564;0.004
2012;0.004;0.385;0.004;0.014;0.022;0.0;0.562;0.004
2013;0.004;0.385;0.004;0.014;0.022;0.0;0.562;0.004
2014;0.004;0.385;0.003;0.014;0.022;0.0;0.562;0.004
2015;0.004;0.385;0.003;0.014;0.022;0.0;0.563;0.004
2016;0.004;0.385;0.002;0.014;0.022;0.0;0.563;0.004
2017;0.004;0.385;0.002;0.014;0.022;0.0;0.563;0.004
2018;0.004;0.385;0.002;0.014;0.022;0.0;0.564;0.004
