YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.353;0.0;0.0;0.006;0.0;0.603;0.036
2001;0.0;0.353;0.0;0.0;0.006;0.0;0.603;0.036
2002;0.0;0.353;0.0;0.0;0.006;0.0;0.603;0.036
2003;0.0;0.353;0.0;0.0;0.006;0.0;0.603;0.036
2004;0.0;0.353;0.0;0.0;0.006;0.0;0.603;0.036
2005;0.0;0.353;0.0;0.0;0.006;0.0;0.603;0.036
2006;0.0;0.353;0.0;0.0;0.006;0.0;0.604;0.036
2007;0.0;0.353;0.0;0.0;0.006;0.0;0.604;0.036
2008;0.0;0.353;0.0;0.0;0.006;0.0;0.604;0.036
2009;0.0;0.353;0.0;0.0;0.006;0.0;0.604;0.036
2010;0.0;0.353;0.0;0.0;0.006;0.0;0.604;0.036
2011;0.0;0.353;0.0;0.0;0.006;0.0;0.604;0.036
2012;0.0;0.353;0.0;0.0;0.006;0.0;0.604;0.036
2013;0.0;0.353;0.0;0.0;0.006;0.0;0.604;0.036
2014;0.0;0.353;0.0;0.0;0.006;0.0;0.604;0.036
2015;0.0;0.353;0.0;0.0;0.006;0.0;0.604;0.036
2016;0.0;0.353;0.0;0.0;0.006;0.0;0.604;0.036
2017;0.0;0.353;0.0;0.0;0.006;0.0;0.604;0.036
2018;0.0;0.353;0.0;0.0;0.006;0.0;0.604;0.036
