YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.179;0.0;0.269;0.002;0.0;0.367;0.0
2001;0.0;0.179;0.001;0.268;0.002;0.0;0.367;0.0
2002;0.0;0.179;0.002;0.266;0.002;0.0;0.367;0.0
2003;0.0;0.18;0.003;0.264;0.002;0.0;0.367;0.0
2004;0.0;0.18;0.004;0.263;0.002;0.0;0.367;0.0
2005;0.0;0.18;0.005;0.261;0.002;0.0;0.367;0.0
2006;0.0;0.18;0.006;0.26;0.002;0.0;0.367;0.0
2007;0.0;0.183;0.006;0.256;0.002;0.0;0.367;0.0
2008;0.0;0.187;0.006;0.253;0.002;0.0;0.367;0.0
2009;0.0;0.19;0.006;0.25;0.002;0.0;0.367;0.0
2010;0.0;0.193;0.006;0.247;0.002;0.0;0.367;0.0
2011;0.0;0.197;0.006;0.243;0.002;0.0;0.367;0.0
2012;0.0;0.2;0.006;0.24;0.002;0.0;0.367;0.0
2013;0.0;0.201;0.005;0.239;0.002;0.0;0.368;0.0
2014;0.0;0.202;0.004;0.238;0.002;0.0;0.369;0.0
2015;0.0;0.202;0.003;0.237;0.002;0.0;0.37;0.0
2016;0.0;0.203;0.002;0.237;0.002;0.0;0.371;0.0
2017;0.0;0.204;0.001;0.236;0.002;0.0;0.372;0.0
2018;0.0;0.205;0.0;0.235;0.002;0.0;0.373;0.0
