YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.03;0.125;0.0;0.0;0.029;0.0;0.788;0.026
2001;0.03;0.125;0.0;0.0;0.029;0.0;0.788;0.026
2002;0.03;0.125;0.0;0.0;0.029;0.0;0.788;0.026
2003;0.03;0.125;0.0;0.0;0.029;0.0;0.788;0.026
2004;0.03;0.124;0.0;0.0;0.029;0.0;0.788;0.026
2005;0.03;0.124;0.0;0.0;0.029;0.0;0.788;0.026
2006;0.031;0.124;0.0;0.0;0.029;0.0;0.788;0.026
2007;0.031;0.124;0.0;0.0;0.029;0.0;0.788;0.026
2008;0.031;0.124;0.0;0.0;0.029;0.0;0.788;0.026
2009;0.031;0.124;0.0;0.0;0.029;0.0;0.788;0.026
2010;0.031;0.124;0.0;0.0;0.029;0.0;0.788;0.026
2011;0.031;0.124;0.0;0.0;0.029;0.0;0.788;0.026
2012;0.031;0.124;0.0;0.0;0.029;0.0;0.788;0.026
2013;0.031;0.124;0.0;0.0;0.029;0.0;0.786;0.027
2014;0.031;0.124;0.0;0.0;0.029;0.0;0.785;0.029
2015;0.031;0.124;0.0;0.0;0.029;0.0;0.783;0.03
2016;0.031;0.124;0.0;0.0;0.029;0.0;0.782;0.032
2017;0.031;0.124;0.0;0.0;0.029;0.0;0.78;0.033
2018;0.031;0.124;0.0;0.0;0.029;0.0;0.779;0.035
