YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.557;0.0;0.279;0.004;0.0;0.056;0.056
2001;0.0;0.557;0.0;0.278;0.004;0.0;0.056;0.056
2002;0.0;0.558;0.0;0.277;0.005;0.0;0.056;0.056
2003;0.0;0.559;0.0;0.276;0.005;0.0;0.056;0.056
2004;0.0;0.56;0.0;0.275;0.005;0.0;0.056;0.056
2005;0.0;0.561;0.0;0.274;0.005;0.0;0.056;0.056
2006;0.0;0.562;0.0;0.273;0.005;0.0;0.056;0.056
2007;0.0;0.563;0.0;0.272;0.005;0.0;0.056;0.056
2008;0.0;0.564;0.0;0.27;0.005;0.0;0.056;0.056
2009;0.0;0.565;0.0;0.269;0.005;0.0;0.056;0.056
2010;0.0;0.566;0.0;0.268;0.005;0.0;0.056;0.056
2011;0.0;0.567;0.0;0.267;0.005;0.0;0.056;0.056
2012;0.0;0.568;0.0;0.266;0.005;0.0;0.056;0.056
2013;0.0;0.569;0.0;0.265;0.005;0.0;0.056;0.056
2014;0.0;0.57;0.0;0.264;0.005;0.0;0.056;0.056
2015;0.0;0.57;0.0;0.263;0.005;0.0;0.056;0.056
2016;0.0;0.571;0.0;0.262;0.005;0.0;0.056;0.056
2017;0.0;0.572;0.0;0.262;0.005;0.0;0.056;0.056
2018;0.0;0.573;0.0;0.261;0.005;0.0;0.056;0.055
