YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.002;0.246;0.0;0.391;0.004;0.0;0.276;0.075
2001;0.002;0.246;0.0;0.39;0.004;0.0;0.276;0.075
2002;0.002;0.247;0.0;0.388;0.005;0.0;0.276;0.075
2003;0.002;0.248;0.0;0.387;0.005;0.0;0.276;0.075
2004;0.002;0.248;0.0;0.386;0.005;0.0;0.277;0.075
2005;0.002;0.249;0.0;0.385;0.005;0.0;0.277;0.075
2006;0.002;0.25;0.0;0.384;0.005;0.0;0.277;0.075
2007;0.002;0.248;0.0;0.383;0.008;0.0;0.276;0.075
2008;0.002;0.247;0.0;0.382;0.011;0.0;0.275;0.075
2009;0.002;0.245;0.0;0.381;0.014;0.0;0.275;0.075
2010;0.002;0.244;0.0;0.381;0.018;0.0;0.274;0.075
2011;0.002;0.242;0.0;0.38;0.021;0.0;0.273;0.075
2012;0.002;0.241;0.0;0.379;0.024;0.0;0.272;0.075
2013;0.002;0.242;0.0;0.378;0.024;0.0;0.271;0.076
2014;0.002;0.243;0.0;0.377;0.024;0.0;0.27;0.077
2015;0.002;0.243;0.0;0.376;0.024;0.0;0.269;0.079
2016;0.002;0.244;0.0;0.375;0.024;0.0;0.267;0.08
2017;0.002;0.245;0.0;0.375;0.024;0.0;0.266;0.081
2018;0.002;0.246;0.0;0.374;0.024;0.0;0.265;0.082
