YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.004;0.415;0.0;0.118;0.047;0.0;0.282;0.107
2001;0.004;0.416;0.0;0.117;0.047;0.0;0.282;0.107
2002;0.004;0.417;0.0;0.117;0.047;0.0;0.282;0.107
2003;0.004;0.417;0.0;0.116;0.047;0.0;0.282;0.107
2004;0.004;0.418;0.0;0.115;0.047;0.0;0.282;0.107
2005;0.004;0.419;0.0;0.114;0.047;0.0;0.282;0.107
2006;0.004;0.42;0.0;0.113;0.047;0.0;0.282;0.107
2007;0.004;0.421;0.0;0.113;0.047;0.0;0.282;0.107
2008;0.004;0.421;0.0;0.112;0.047;0.0;0.282;0.107
2009;0.004;0.422;0.0;0.111;0.047;0.0;0.282;0.107
2010;0.004;0.422;0.0;0.111;0.047;0.0;0.283;0.107
2011;0.004;0.423;0.0;0.11;0.047;0.0;0.283;0.107
2012;0.004;0.424;0.0;0.109;0.047;0.0;0.283;0.107
2013;0.004;0.424;0.0;0.109;0.046;0.0;0.283;0.107
2014;0.004;0.425;0.0;0.108;0.046;0.0;0.283;0.107
2015;0.004;0.425;0.0;0.107;0.046;0.0;0.283;0.107
2016;0.004;0.426;0.0;0.107;0.046;0.0;0.284;0.107
2017;0.004;0.427;0.0;0.106;0.046;0.0;0.284;0.107
2018;0.004;0.427;0.0;0.105;0.046;0.0;0.284;0.107
