YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.015;0.093;0.006;0.0;0.006;0.0;0.831;0.047
2001;0.015;0.093;0.007;0.0;0.006;0.0;0.83;0.048
2002;0.015;0.093;0.008;0.0;0.006;0.0;0.829;0.048
2003;0.015;0.093;0.009;0.0;0.006;0.0;0.828;0.048
2004;0.015;0.093;0.01;0.0;0.006;0.0;0.827;0.048
2005;0.015;0.093;0.011;0.0;0.006;0.0;0.826;0.048
2006;0.015;0.093;0.012;0.0;0.006;0.0;0.825;0.048
2007;0.015;0.093;0.012;0.0;0.006;0.0;0.825;0.048
2008;0.015;0.093;0.012;0.0;0.006;0.0;0.825;0.048
2009;0.015;0.093;0.012;0.0;0.006;0.0;0.825;0.048
2010;0.015;0.093;0.012;0.0;0.006;0.0;0.825;0.048
2011;0.015;0.093;0.012;0.0;0.006;0.0;0.825;0.048
2012;0.015;0.093;0.012;0.0;0.006;0.0;0.825;0.048
2013;0.015;0.093;0.012;0.0;0.006;0.0;0.824;0.048
2014;0.015;0.093;0.013;0.0;0.006;0.0;0.823;0.048
2015;0.015;0.093;0.014;0.0;0.006;0.0;0.822;0.048
2016;0.015;0.093;0.015;0.0;0.006;0.0;0.821;0.048
2017;0.015;0.093;0.016;0.0;0.006;0.0;0.82;0.048
2018;0.015;0.093;0.017;0.0;0.006;0.0;0.819;0.048
