YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.002;0.139;0.016;0.0;0.011;0.005;0.813;0.0
2001;0.002;0.139;0.015;0.0;0.01;0.008;0.81;0.0
2002;0.002;0.139;0.015;0.0;0.01;0.011;0.808;0.0
2003;0.002;0.139;0.015;0.0;0.01;0.014;0.805;0.0
2004;0.002;0.139;0.014;0.0;0.01;0.016;0.803;0.0
2005;0.002;0.139;0.014;0.0;0.01;0.019;0.8;0.0
2006;0.002;0.139;0.014;0.0;0.01;0.022;0.798;0.0
2007;0.002;0.139;0.014;0.0;0.01;0.022;0.798;0.0
2008;0.002;0.139;0.014;0.0;0.01;0.022;0.798;0.0
2009;0.002;0.139;0.014;0.0;0.01;0.023;0.798;0.0
2010;0.002;0.139;0.014;0.0;0.01;0.023;0.798;0.0
2011;0.002;0.139;0.014;0.0;0.01;0.023;0.798;0.0
2012;0.002;0.139;0.014;0.0;0.01;0.023;0.798;0.0
2013;0.002;0.139;0.014;0.0;0.01;0.024;0.794;0.002
2014;0.002;0.139;0.015;0.0;0.01;0.024;0.791;0.004
2015;0.002;0.139;0.015;0.0;0.01;0.024;0.788;0.005
2016;0.002;0.139;0.016;0.0;0.01;0.024;0.785;0.007
2017;0.002;0.139;0.016;0.0;0.01;0.024;0.782;0.009
2018;0.002;0.139;0.016;0.0;0.01;0.024;0.779;0.011
