YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.452;0.0;0.048;0.009;0.0;0.486;0.0
2001;0.0;0.452;0.0;0.048;0.009;0.0;0.486;0.0
2002;0.0;0.452;0.0;0.048;0.009;0.0;0.486;0.0
2003;0.0;0.452;0.0;0.048;0.009;0.0;0.486;0.0
2004;0.0;0.452;0.0;0.048;0.009;0.0;0.486;0.0
2005;0.0;0.451;0.0;0.048;0.009;0.0;0.486;0.0
2006;0.0;0.451;0.0;0.048;0.009;0.0;0.486;0.0
2007;0.0;0.451;0.0;0.048;0.009;0.0;0.486;0.0
2008;0.0;0.451;0.0;0.048;0.009;0.0;0.486;0.0
2009;0.0;0.451;0.0;0.048;0.009;0.0;0.486;0.0
2010;0.0;0.451;0.0;0.048;0.009;0.0;0.486;0.0
2011;0.0;0.451;0.0;0.048;0.009;0.0;0.486;0.0
2012;0.0;0.451;0.0;0.048;0.009;0.0;0.486;0.0
2013;0.0;0.453;0.0;0.046;0.009;0.0;0.486;0.0
2014;0.0;0.454;0.0;0.045;0.009;0.0;0.486;0.0
2015;0.0;0.455;0.0;0.044;0.009;0.0;0.486;0.0
2016;0.0;0.456;0.0;0.043;0.009;0.0;0.486;0.0
2017;0.0;0.458;0.0;0.041;0.009;0.0;0.486;0.0
2018;0.0;0.459;0.0;0.04;0.009;0.0;0.486;0.0
