YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.738;0.0;0.172;0.005;0.0;0.062;0.002
2001;0.0;0.739;0.0;0.172;0.005;0.0;0.062;0.002
2002;0.0;0.74;0.0;0.171;0.005;0.0;0.062;0.002
2003;0.0;0.74;0.0;0.17;0.005;0.0;0.062;0.002
2004;0.0;0.741;0.0;0.17;0.005;0.0;0.062;0.002
2005;0.0;0.742;0.0;0.169;0.005;0.0;0.062;0.002
2006;0.0;0.742;0.0;0.169;0.005;0.0;0.062;0.002
2007;0.0;0.743;0.0;0.168;0.005;0.0;0.062;0.002
2008;0.0;0.744;0.0;0.167;0.005;0.0;0.062;0.002
2009;0.0;0.744;0.0;0.166;0.005;0.0;0.062;0.002
2010;0.0;0.745;0.0;0.166;0.005;0.0;0.062;0.002
2011;0.0;0.746;0.0;0.165;0.005;0.0;0.062;0.002
2012;0.0;0.747;0.0;0.164;0.005;0.0;0.062;0.002
2013;0.0;0.747;0.0;0.164;0.005;0.0;0.062;0.002
2014;0.0;0.747;0.0;0.163;0.005;0.0;0.062;0.002
2015;0.0;0.748;0.0;0.163;0.005;0.0;0.062;0.002
2016;0.0;0.748;0.0;0.163;0.005;0.0;0.062;0.002
2017;0.0;0.749;0.0;0.162;0.005;0.0;0.062;0.002
2018;0.0;0.749;0.0;0.162;0.005;0.0;0.062;0.002
