YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.582;0.0;0.0;0.07;0.0;0.309;0.035
2001;0.0;0.582;0.0;0.0;0.07;0.0;0.309;0.035
2002;0.0;0.582;0.0;0.0;0.07;0.0;0.309;0.035
2003;0.0;0.582;0.0;0.0;0.07;0.0;0.309;0.035
2004;0.0;0.582;0.0;0.0;0.07;0.0;0.309;0.035
2005;0.0;0.582;0.0;0.0;0.07;0.0;0.309;0.035
2006;0.0;0.582;0.0;0.0;0.07;0.0;0.309;0.035
2007;0.0;0.582;0.0;0.0;0.07;0.0;0.309;0.035
2008;0.0;0.582;0.0;0.0;0.07;0.0;0.309;0.035
2009;0.0;0.582;0.0;0.0;0.07;0.0;0.309;0.035
2010;0.0;0.582;0.0;0.0;0.07;0.0;0.309;0.035
2011;0.0;0.582;0.0;0.0;0.07;0.0;0.309;0.035
2012;0.0;0.582;0.0;0.0;0.07;0.0;0.309;0.035
2013;0.0;0.582;0.0;0.0;0.07;0.0;0.309;0.035
2014;0.0;0.582;0.0;0.0;0.07;0.0;0.309;0.035
2015;0.0;0.582;0.0;0.0;0.07;0.0;0.309;0.035
2016;0.0;0.582;0.0;0.0;0.07;0.0;0.309;0.035
2017;0.0;0.582;0.0;0.0;0.07;0.0;0.309;0.035
2018;0.0;0.582;0.0;0.0;0.07;0.0;0.309;0.035
