YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.642;0.0;0.16;0.041;0.0;0.088;0.022
2001;0.0;0.64;0.0;0.16;0.041;0.0;0.088;0.022
2002;0.0;0.639;0.0;0.159;0.041;0.0;0.088;0.022
2003;0.0;0.637;0.0;0.158;0.041;0.0;0.088;0.022
2004;0.0;0.636;0.0;0.157;0.041;0.0;0.088;0.022
2005;0.0;0.634;0.0;0.156;0.041;0.0;0.088;0.022
2006;0.0;0.633;0.0;0.155;0.041;0.0;0.088;0.022
2007;0.0;0.633;0.0;0.155;0.041;0.0;0.088;0.022
2008;0.0;0.634;0.0;0.154;0.041;0.0;0.088;0.022
2009;0.0;0.635;0.0;0.153;0.041;0.0;0.088;0.022
2010;0.0;0.635;0.0;0.152;0.041;0.0;0.088;0.022
2011;0.0;0.636;0.0;0.151;0.041;0.0;0.088;0.022
2012;0.0;0.637;0.0;0.151;0.041;0.0;0.088;0.022
2013;0.0;0.637;0.0;0.15;0.041;0.0;0.088;0.022
2014;0.0;0.637;0.0;0.149;0.041;0.0;0.088;0.022
2015;0.0;0.638;0.0;0.149;0.041;0.0;0.088;0.022
2016;0.0;0.638;0.0;0.148;0.042;0.0;0.088;0.022
2017;0.0;0.638;0.0;0.148;0.042;0.0;0.088;0.022
2018;0.0;0.638;0.0;0.147;0.042;0.0;0.088;0.022
