YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.002;0.29;0.0;0.0;0.0;0.0;0.555;0.154
2001;0.002;0.29;0.0;0.0;0.0;0.0;0.555;0.154
2002;0.002;0.29;0.0;0.0;0.0;0.0;0.555;0.154
2003;0.002;0.29;0.0;0.0;0.0;0.0;0.555;0.154
2004;0.002;0.29;0.0;0.0;0.0;0.0;0.555;0.154
2005;0.002;0.29;0.0;0.0;0.0;0.0;0.555;0.153
2006;0.002;0.29;0.0;0.0;0.0;0.0;0.555;0.153
2007;0.002;0.29;0.0;0.0;0.0;0.0;0.555;0.153
2008;0.002;0.29;0.0;0.0;0.0;0.0;0.555;0.153
2009;0.002;0.29;0.0;0.0;0.0;0.0;0.555;0.153
2010;0.002;0.29;0.0;0.0;0.0;0.0;0.555;0.153
2011;0.002;0.29;0.0;0.0;0.0;0.0;0.555;0.153
2012;0.002;0.29;0.0;0.0;0.0;0.0;0.555;0.153
2013;0.002;0.29;0.0;0.0;0.0;0.0;0.555;0.153
2014;0.002;0.29;0.0;0.0;0.0;0.0;0.555;0.153
2015;0.002;0.29;0.0;0.0;0.0;0.0;0.555;0.153
2016;0.002;0.29;0.0;0.0;0.0;0.0;0.555;0.153
2017;0.002;0.29;0.0;0.0;0.0;0.0;0.555;0.153
2018;0.002;0.29;0.0;0.0;0.0;0.0;0.555;0.153
