YYYY;MM;DD;qobs;qc_flag
1948;9;1;5.12;40.0
1948;9;2;5.12;40.0
1948;9;3;5.12;40.0
1948;9;4;5.12;40.0
1948;9;5;5.12;40.0
1948;9;6;5.12;40.0
1948;9;7;5.12;40.0
1948;9;8;5.12;40.0
1948;9;9;5.12;40.0
1948;9;10;5.12;40.0
1948;9;11;5.12;40.0
1948;9;12;5.12;40.0
1948;9;13;5.12;40.0
1948;9;14;5.12;40.0
1948;9;15;5.12;40.0
1948;9;16;5.12;40.0
1948;9;17;5.12;40.0
1948;9;18;5.12;40.0
1948;9;19;5.12;40.0
1948;9;20;5.12;40.0
1948;9;21;5.12;40.0
1948;9;22;5.12;40.0
1948;9;23;5.83;40.0
1948;9;24;5.35;40.0
1948;9;25;5.35;40.0
1948;9;26;5.35;40.0
1948;9;27;5.35;40.0
1948;9;28;5.35;40.0
1948;9;29;6.83;40.0
1948;9;30;6.83;40.0
1948;10;1;6.83;40.0
1948;10;2;6.83;40.0
1948;10;3;6.32;40.0
1948;10;4;6.32;40.0
1948;10;5;6.32;40.0
1948;10;6;6.08;40.0
1948;10;7;6.08;40.0
1948;10;8;6.08;40.0
1948;10;9;6.08;40.0
1948;10;10;6.32;40.0
1948;10;11;6.32;40.0
1948;10;12;6.32;40.0
1948;10;13;5.12;40.0
1948;10;14;5.12;40.0
1948;10;15;5.12;40.0
1948;10;16;5.12;40.0
1948;10;17;5.59;40.0
1948;10;18;5.59;40.0
1948;10;19;5.12;40.0
1948;10;20;5.12;40.0
1948;10;21;5.12;40.0
1948;10;22;5.12;40.0
1948;10;23;5.12;40.0
1948;10;24;5.12;40.0
1948;10;25;5.12;40.0
1948;10;26;5.12;40.0
1948;10;27;5.12;40.0
1948;10;28;5.59;40.0
1948;10;29;6.08;40.0
1948;10;30;6.08;40.0
1948;10;31;7.35;40.0
1948;11;1;7.35;40.0
1948;11;2;7.35;40.0
1948;11;3;5.12;40.0
1948;11;4;5.12;40.0
1948;11;5;5.12;40.0
1948;11;6;5.12;40.0
1948;11;7;6.08;40.0
1948;11;8;6.08;40.0
1948;11;9;6.08;40.0
1948;11;10;5.12;40.0
1948;11;11;5.12;40.0
1948;11;12;5.12;40.0
1948;11;13;6.83;40.0
1948;11;14;7.88;40.0
1948;11;15;7.88;40.0
1948;11;16;7.88;40.0
1948;11;17;6.57;40.0
1948;11;18;6.57;40.0
1948;11;19;6.57;40.0
1948;11;20;6.57;40.0
1948;11;21;5.35;40.0
1948;11;22;5.35;40.0
1948;11;23;11.67;40.0
1948;11;24;13.93;40.0
1948;11;25;13.93;40.0
1948;11;26;9.56;40.0
1948;11;27;9.56;40.0
1948;11;28;7.88;40.0
1948;11;29;7.88;40.0
1948;11;30;7.88;40.0
1948;12;1;7.35;40.0
1948;12;2;7.35;40.0
1948;12;3;7.35;40.0
1948;12;4;7.35;40.0
