YYYY;MM;DD;qobs;qc_flag
1986;4;17;19.7;40
1986;4;18;;250
1986;4;19;;250
1986;4;20;;250
1986;4;21;;250
1986;4;22;;250
1986;4;23;;250
1986;4;24;;250
1986;4;25;;250
1986;4;26;;250
1986;4;27;;250
1986;4;28;;250
1986;4;29;;250
1986;4;30;;250
1986;5;1;;250
1986;5;2;;250
1986;5;3;;250
1986;5;4;;250
1986;5;5;;250
1986;5;6;;250
1986;5;7;;250
1986;5;8;;250
1986;5;9;;250
1986;5;10;;250
1986;5;11;;250
1986;5;12;;250
1986;5;13;;250
1986;5;14;;250
1986;5;15;;250
1986;5;16;;250
1986;5;17;;250
1986;5;18;;250
1986;5;19;;250
1986;5;20;;250
1986;5;21;;250
1986;5;22;;250
1986;5;23;;250
1986;5;24;;250
1986;5;25;;250
1986;5;26;;250
1986;5;27;;250
1986;5;28;;250
1986;5;29;;250
1986;5;30;;250
1986;5;31;147.0;40
1986;6;1;178.0;40
1986;6;2;152.0;40
1986;6;3;125.0;40
1986;6;4;113.0;40
1986;6;5;133.0;40
1986;6;6;144.0;40
1986;6;7;138.0;40
1986;6;8;123.0;40
1986;6;9;103.0;40
1986;6;10;123.0;40
1986;6;11;123.0;40
1986;6;12;155.0;40
1986;6;13;234.0;40
1986;6;14;230.0;40
1986;6;15;200.0;40
1986;6;16;220.0;40
1986;6;17;175.0;40
1986;6;18;175.0;40
1986;6;19;182.0;40
1986;6;20;175.0;40
1986;6;21;234.0;40
1986;6;22;227.0;40
1986;6;23;175.0;40
1986;6;24;152.0;40
1986;6;25;169.0;40
1986;6;26;169.0;40
1986;6;27;191.0;40
1986;6;28;207.0;40
1986;6;29;210.0;40
1986;6;30;210.0;40
1986;7;1;210.0;40
1986;7;2;194.0;40
1986;7;3;200.0;40
1986;7;4;185.0;40
1986;7;5;158.0;40
1986;7;6;123.0;40
1986;7;7;110.0;40
1986;7;8;108.0;40
1986;7;9;115.0;40
1986;7;10;118.0;40
1986;7;11;110.0;40
1986;7;12;152.0;40
1986;7;13;204.0;40
1986;7;14;224.0;40
1986;7;15;210.0;40
1986;7;16;200.0;40
1986;7;17;182.0;40
1986;7;18;164.0;40
1986;7;19;164.0;40
1986;7;20;172.0;40
1986;7;21;169.0;40
1986;7;22;204.0;40
1986;7;23;248.0;40
1986;7;24;217.0;40
1986;7;25;241.0;40
1986;7;26;214.0;40
1986;7;27;182.0;40
1986;7;28;172.0;40
1986;7;29;164.0;40
1986;7;30;158.0;40
1986;7;31;155.0;40
1986;8;1;149.0;40
1986;8;2;149.0;40
1986;8;3;144.0;40
1986;8;4;149.0;40
1986;8;5;155.0;40
1986;8;6;172.0;40
1986;8;7;164.0;40
1986;8;8;167.0;40
1986;8;9;207.0;40
1986;8;10;293.0;40
1986;8;11;248.0;40
1986;8;12;204.0;40
1986;8;13;207.0;40
1986;8;14;217.0;40
1986;8;15;197.0;40
1986;8;16;172.0;40
1986;8;17;161.0;40
1986;8;18;155.0;40
1986;8;19;149.0;40
1986;8;20;144.0;40
1986;8;21;136.0;40
1986;8;22;133.0;40
1986;8;23;113.0;40
1986;8;24;113.0;40
1986;8;25;113.0;40
1986;8;26;120.0;40
1986;8;27;120.0;40
1986;8;28;108.0;40
1986;8;29;98.6;40
1986;8;30;167.0;40
1986;8;31;152.0;40
1986;9;1;103.0;40
1986;9;2;110.0;40
1986;9;3;144.0;40
1986;9;4;87.6;40
1986;9;5;77.1;40
1986;9;6;67.4;40
1986;9;7;65.5;40
1986;9;8;65.5;40
1986;9;9;58.3;40
1986;9;10;56.5;40
1986;9;11;56.5;40
1986;9;12;54.8;40
1986;9;13;49.8;40
1986;9;14;51.4;40
1986;9;15;48.2;40
1986;9;16;49.8;40
1986;9;17;63.7;40
1986;9;18;101.0;40
1986;9;19;73.2;40
1986;9;20;58.3;40
1986;9;21;51.4;40
1986;9;22;49.8;40
1986;9;23;45.0;40
1986;9;24;56.5;40
1986;9;25;60.0;40
1986;9;26;73.2;40
1986;9;27;61.8;40
1986;9;28;51.4;40
1986;9;29;136.0;40
1986;9;30;133.0;40
1986;10;1;49.8;40
1986;10;2;56.5;40
1986;10;3;58.3;40
1986;10;4;96.4;40
1986;10;5;89.7;40
1986;10;6;67.4;40
1986;10;7;75.1;40
1986;10;8;106.0;40
1986;10;9;91.9;40
1986;10;10;79.2;40
1986;10;11;54.8;40
1986;10;12;45.0;40
1986;10;13;56.5;40
1986;10;14;39.0;40
1986;10;15;30.8;40
1986;10;16;;250
1986;10;17;;250
1986;10;18;;250
1986;10;19;;250
1986;10;20;;250
1986;10;21;;250
1986;10;22;;250
1986;10;23;;250
1986;10;24;;250
1986;10;25;;250
1986;10;26;;250
1986;10;27;;250
1986;10;28;;250
1986;10;29;;250
1986;10;30;;250
1986;10;31;;250
1986;11;1;;250
1986;11;2;;250
1986;11;3;;250
1986;11;4;;250
1986;11;5;;250
1986;11;6;;250
1986;11;7;;250
1986;11;8;;250
1986;11;9;;250
1986;11;10;;250
1986;11;11;;250
1986;11;12;;250
1986;11;13;;250
1986;11;14;;250
1986;11;15;;250
1986;11;16;;250
1986;11;17;;250
1986;11;18;;250
1986;11;19;;250
1986;11;20;;250
1986;11;21;;250
1986;11;22;;250
1986;11;23;;250
1986;11;24;;250
1986;11;25;;250
1986;11;26;;250
1986;11;27;;250
1986;11;28;;250
1986;11;29;;250
1986;11;30;;250
1986;12;1;;250
1986;12;2;;250
1986;12;3;;250
1986;12;4;;250
1986;12;5;;250
1986;12;6;;250
1986;12;7;;250
1986;12;8;;250
1986;12;9;;250
1986;12;10;;250
1986;12;11;;250
1986;12;12;;250
1986;12;13;;250
1986;12;14;;250
1986;12;15;;250
1986;12;16;;250
1986;12;17;;250
1986;12;18;;250
1986;12;19;;250
1986;12;20;;250
1986;12;21;;250
1986;12;22;;250
1986;12;23;;250
1986;12;24;;250
1986;12;25;;250
1986;12;26;;250
1986;12;27;;250
1986;12;28;;250
1986;12;29;;250
1986;12;30;;250
1986;12;31;;250
1987;1;1;;250
1987;1;2;;250
1987;1;3;;250
1987;1;4;;250
1987;1;5;;250
1987;1;6;;250
1987;1;7;;250
1987;1;8;;250
1987;1;9;;250
1987;1;10;;250
1987;1;11;;250
1987;1;12;;250
1987;1;13;;250
1987;1;14;;250
1987;1;15;;250
1987;1;16;;250
1987;1;17;;250
1987;1;18;;250
1987;1;19;;250
1987;1;20;;250
1987;1;21;;250
1987;1;22;;250
1987;1;23;;250
1987;1;24;;250
1987;1;25;;250
1987;1;26;;250
1987;1;27;;250
1987;1;28;;250
1987;1;29;;250
1987;1;30;;250
1987;1;31;;250
1987;2;1;;250
1987;2;2;;250
1987;2;3;;250
1987;2;4;;250
1987;2;5;;250
1987;2;6;27.5;40
1987;2;7;;250
1987;2;8;;250
1987;2;9;;250
1987;2;10;;250
1987;2;11;;250
1987;2;12;;250
1987;2;13;;250
1987;2;14;;250
1987;2;15;;250
1987;2;16;;250
1987;2;17;;250
1987;2;18;;250
1987;2;19;;250
1987;2;20;;250
1987;2;21;;250
1987;2;22;;250
1987;2;23;;250
1987;2;24;;250
1987;2;25;;250
1987;2;26;;250
1987;2;27;;250
1987;2;28;;250
1987;3;1;;250
1987;3;2;;250
1987;3;3;;250
1987;3;4;;250
1987;3;5;;250
1987;3;6;;250
1987;3;7;;250
1987;3;8;;250
1987;3;9;;250
1987;3;10;;250
1987;3;11;;250
1987;3;12;;250
1987;3;13;;250
1987;3;14;;250
1987;3;15;;250
1987;3;16;;250
1987;3;17;;250
1987;3;18;;250
1987;3;19;;250
1987;3;20;;250
1987;3;21;;250
1987;3;22;;250
1987;3;23;;250
1987;3;24;;250
1987;3;25;;250
1987;3;26;;250
1987;3;27;;250
1987;3;28;;250
1987;3;29;;250
1987;3;30;;250
