YYYY;MM;DD;qobs;qc_flag
1985;10;1;56.3;100.0
1985;10;2;52.0;40.0
1985;10;3;54.8;40.0
1985;10;4;56.3;40.0
1985;10;5;46.6;40.0
1985;10;6;45.3;40.0
1985;10;7;45.3;40.0
1985;10;8;42.8;40.0
1985;10;9;22.4;40.0
1985;10;10;36.8;40.0
1985;10;11;41.6;40.0
1985;10;12;39.1;40.0
1985;10;13;52.0;40.0
1985;10;14;66.8;40.0
1985;10;15;168.0;40.0
1985;10;16;106.0;40.0
1985;10;17;110.0;40.0
1985;10;18;98.4;40.0
1985;10;19;114.0;40.0
1985;10;20;102.0;40.0
1985;10;21;92.7;40.0
1985;10;22;136.0;40.0
1985;10;23;228.0;40.0
1985;10;24;170.0;40.0
1985;10;25;181.0;40.0
1985;10;26;194.0;40.0
1985;10;27;155.0;40.0
1985;10;28;170.0;40.0
1985;10;29;217.0;40.0
1985;10;30;158.0;40.0
1985;10;31;127.0;40.0
1985;11;1;114.0;40.0
1985;11;2;92.7;40.0
1985;11;3;56.3;40.0
1985;11;4;;250.0
1985;11;5;;250.0
1985;11;6;;250.0
1985;11;7;;250.0
1985;11;8;;250.0
1985;11;9;;250.0
1985;11;10;;250.0
1985;11;11;;250.0
1985;11;12;;250.0
1985;11;13;;250.0
1985;11;14;;250.0
1985;11;15;;250.0
1985;11;16;;250.0
1985;11;17;;250.0
1985;11;18;;250.0
1985;11;19;46.6;40.0
1985;11;20;56.3;40.0
1985;11;21;65.3;40.0
1985;11;22;73.3;40.0
1985;11;23;;250.0
1985;11;24;;250.0
1985;11;25;;250.0
1985;11;26;;250.0
1985;11;27;;250.0
1985;11;28;;250.0
1985;11;29;;250.0
1985;11;30;;250.0
1985;12;1;;250.0
1985;12;2;;250.0
1985;12;3;;250.0
1985;12;4;;250.0
1985;12;5;;250.0
1985;12;6;;250.0
1985;12;7;;250.0
1985;12;8;;250.0
1985;12;9;;250.0
1985;12;10;;250.0
1985;12;11;;250.0
1985;12;12;;250.0
1985;12;13;;250.0
1985;12;14;;250.0
1985;12;15;;250.0
1985;12;16;;250.0
1985;12;17;;250.0
1985;12;18;;250.0
1985;12;19;;250.0
1985;12;20;;250.0
1985;12;21;;250.0
1985;12;22;;250.0
1985;12;23;;250.0
1985;12;24;;250.0
1985;12;25;;250.0
1985;12;26;;250.0
1985;12;27;;250.0
1985;12;28;;250.0
1985;12;29;;250.0
1985;12;30;;250.0
1985;12;31;;250.0
1986;1;1;;250.0
1986;1;2;;250.0
1986;1;3;;250.0
1986;1;4;;250.0
1986;1;5;;250.0
1986;1;6;37.34;40.0
1986;1;7;38.85;40.0
1986;1;8;40.65;40.0
1986;1;9;38.12;40.0
1986;1;10;;250.0
1986;1;11;;250.0
1986;1;12;;250.0
1986;1;13;;250.0
1986;1;14;;250.0
1986;1;15;;250.0
1986;1;16;;250.0
1986;1;17;;250.0
1986;1;18;;250.0
1986;1;19;;250.0
1986;1;20;;250.0
1986;1;21;;250.0
1986;1;22;;250.0
1986;1;23;;250.0
1986;1;24;;250.0
1986;1;25;;250.0
1986;1;26;;250.0
1986;1;27;;250.0
1986;1;28;;250.0
1986;1;29;;250.0
1986;1;30;;250.0
1986;1;31;;250.0
1986;2;1;;250.0
1986;2;2;;250.0
1986;2;3;;250.0
1986;2;4;50.6;40.0
1986;2;5;50.6;40.0
1986;2;6;50.6;40.0
1986;2;7;50.6;40.0
1986;2;8;49.3;40.0
1986;2;9;50.6;40.0
1986;2;10;50.6;40.0
1986;2;11;50.6;40.0
1986;2;12;50.93;40.0
1986;2;13;63.45;40.0
1986;2;14;71.7;100.0
1986;2;15;60.7;100.0
1986;2;16;54.8;100.0
1986;2;17;53.4;100.0
1986;2;18;52.8;40.0
1986;2;19;51.0;40.0
1986;2;20;40.33;40.0
1986;2;21;;250.0
1986;2;22;;250.0
1986;2;23;;250.0
1986;2;24;;250.0
1986;2;25;;250.0
1986;2;26;;250.0
1986;2;27;;250.0
1986;2;28;;250.0
1986;3;1;;250.0
1986;3;2;;250.0
1986;3;3;;250.0
1986;3;4;;250.0
1986;3;5;;250.0
1986;3;6;;250.0
1986;3;7;29.44;40.0
1986;3;8;28.04;40.0
1986;3;9;33.95;40.0
1986;3;10;39.82;40.0
1986;3;11;45.19;40.0
1986;3;12;38.19;40.0
1986;3;13;52.05;40.0
1986;3;14;62.68;40.0
1986;3;15;46.35;40.0
1986;3;16;47.81;40.0
1986;3;17;45.53;40.0
1986;3;18;41.79;40.0
1986;3;19;29.7;40.0
1986;3;20;30.14;40.0
1986;3;21;33.57;40.0
1986;3;22;34.75;40.0
1986;3;23;;250.0
1986;3;24;;250.0
1986;3;25;;250.0
1986;3;26;;250.0
1986;3;27;;250.0
1986;3;28;;250.0
1986;3;29;;250.0
1986;3;30;;250.0
1986;3;31;;250.0
1986;4;1;;250.0
1986;4;2;;250.0
1986;4;3;;250.0
1986;4;4;;250.0
1986;4;5;46.82;40.0
1986;4;6;57.32;40.0
1986;4;7;61.88;40.0
1986;4;8;57.83;40.0
1986;4;9;53.96;40.0
1986;4;10;53.99;40.0
1986;4;11;54.27;40.0
1986;4;12;54.17;40.0
1986;4;13;52.36;40.0
1986;4;14;33.54;40.0
1986;4;15;28.14;40.0
1986;4;16;42.0;40.0
1986;4;17;43.06;40.0
1986;4;18;45.66;40.0
1986;4;19;44.54;40.0
1986;4;20;47.98;40.0
1986;4;21;52.52;40.0
1986;4;22;54.38;40.0
1986;4;23;53.1;40.0
1986;4;24;51.33;40.0
1986;4;25;71.0;40.0
1986;4;26;82.81;40.0
1986;4;27;74.16;40.0
1986;4;28;72.31;40.0
1986;4;29;69.48;40.0
1986;4;30;70.89;40.0
1986;5;1;70.48;40.0
1986;5;2;71.51;40.0
1986;5;3;70.77;40.0
1986;5;4;63.32;40.0
1986;5;5;59.81;40.0
1986;5;6;53.83;40.0
1986;5;7;52.74;40.0
1986;5;8;49.33;40.0
1986;5;9;51.21;40.0
1986;5;10;54.83;40.0
1986;5;11;55.52;40.0
1986;5;12;57.24;40.0
1986;5;13;59.46;40.0
1986;5;14;58.22;40.0
1986;5;15;60.19;40.0
1986;5;16;64.23;40.0
1986;5;17;75.1;40.0
1986;5;18;84.53;40.0
1986;5;19;95.38;40.0
1986;5;20;108.52;40.0
1986;5;21;137.66;40.0
1986;5;22;133.92;40.0
1986;5;23;120.6;40.0
1986;5;24;112.73;40.0
1986;5;25;112.31;40.0
1986;5;26;115.88;40.0
1986;5;27;119.6;40.0
1986;5;28;116.88;40.0
1986;5;29;123.29;40.0
1986;5;30;120.47;40.0
1986;5;31;136.63;40.0
1986;6;1;166.11;40.0
1986;6;2;;250.0
1986;6;3;;250.0
1986;6;4;;250.0
1986;6;5;;250.0
1986;6;6;;250.0
1986;6;7;;250.0
1986;6;8;;250.0
