YYYY;MM;DD;qobs;qc_flag
2003;5;3;9.51;40.0
2003;5;4;10.04;40.0
2003;5;5;16.48;40.0
2003;5;6;17.62;40.0
2003;5;7;17.53;40.0
2003;5;8;17.07;40.0
2003;5;9;16.67;40.0
2003;5;10;16.33;40.0
2003;5;11;16.79;40.0
2003;5;12;16.83;40.0
2003;5;13;14.76;40.0
2003;5;14;13.42;40.0
2003;5;15;13.14;40.0
2003;5;16;12.99;40.0
2003;5;17;13.36;40.0
2003;5;18;15.98;40.0
2003;5;19;16.33;40.0
2003;5;20;13.72;40.0
2003;5;21;11.59;40.0
2003;5;22;11.32;40.0
2003;5;23;11.23;40.0
2003;5;24;10.85;40.0
2003;5;25;10.7;40.0
2003;5;26;10.73;40.0
2003;5;27;10.54;40.0
2003;5;28;10.78;40.0
2003;5;29;10.78;40.0
2003;5;30;10.04;40.0
2003;5;31;10.53;40.0
2003;6;1;11.68;40.0
2003;6;2;14.19;40.0
2003;6;3;14.16;40.0
2003;6;4;13.19;40.0
2003;6;5;11.46;40.0
2003;6;6;9.94;40.0
2003;6;7;9.57;40.0
2003;6;8;9.28;40.0
2003;6;9;8.95;40.0
2003;6;10;8.97;40.0
2003;6;11;10.19;40.0
2003;6;12;10.84;40.0
2003;6;13;9.12;40.0
2003;6;14;8.02;40.0
2003;6;15;8.02;40.0
2003;6;16;8.03;40.0
2003;6;17;8.28;40.0
2003;6;18;7.96;40.0
2003;6;19;8.03;40.0
2003;6;20;8.7;40.0
2003;6;21;8.39;40.0
2003;6;22;7.91;40.0
2003;6;23;7.58;40.0
2003;6;24;7.41;40.0
2003;6;25;7.57;40.0
2003;6;26;7.51;40.0
2003;6;27;8.48;40.0
2003;6;28;8.62;40.0
2003;6;29;8.39;40.0
2003;6;30;;250.0
2003;7;1;;250.0
2003;7;2;8.37;40.0
2003;7;3;8.73;40.0
2003;7;4;9.21;40.0
2003;7;5;9.15;40.0
2003;7;6;9.61;40.0
2003;7;7;9.62;40.0
2003;7;8;;250.0
2003;7;9;9.54;40.0
2003;7;10;11.7;40.0
2003;7;11;12.18;40.0
2003;7;12;9.55;40.0
2003;7;13;8.68;40.0
2003;7;14;8.76;40.0
2003;7;15;8.59;40.0
2003;7;16;8.67;40.0
2003;7;17;8.62;40.0
2003;7;18;8.28;40.0
2003;7;19;8.12;40.0
2003;7;20;8.64;40.0
2003;7;21;8.02;40.0
