YYYY;MM;DD;qobs;qc_flag
1965;8;28;9.5;40.0
1965;8;29;;250.0
1965;8;30;;250.0
1965;8;31;;250.0
1965;9;1;12.1;40.0
1965;9;2;;250.0
1965;9;3;;250.0
1965;9;4;;250.0
1965;9;5;;250.0
1965;9;6;;250.0
1965;9;7;;250.0
1965;9;8;;250.0
1965;9;9;;250.0
1965;9;10;;250.0
1965;9;11;;250.0
1965;9;12;;250.0
1965;9;13;;250.0
1965;9;14;;250.0
1965;9;15;;250.0
1965;9;16;;250.0
1965;9;17;;250.0
1965;9;18;;250.0
1965;9;19;;250.0
1965;9;20;;250.0
1965;9;21;;250.0
1965;9;22;;250.0
1965;9;23;;250.0
1965;9;24;;250.0
1965;9;25;;250.0
1965;9;26;;250.0
1965;9;27;;250.0
1965;9;28;;250.0
1965;9;29;;250.0
1965;9;30;;250.0
1965;10;1;;250.0
1965;10;2;;250.0
1965;10;3;;250.0
1965;10;4;;250.0
1965;10;5;;250.0
1965;10;6;;250.0
1965;10;7;;250.0
1965;10;8;;250.0
1965;10;9;;250.0
1965;10;10;;250.0
1965;10;11;;250.0
1965;10;12;;250.0
1965;10;13;;250.0
1965;10;14;;250.0
1965;10;15;;250.0
1965;10;16;;250.0
1965;10;17;;250.0
1965;10;18;;250.0
1965;10;19;;250.0
1965;10;20;;250.0
1965;10;21;;250.0
1965;10;22;;250.0
1965;10;23;;250.0
1965;10;24;;250.0
1965;10;25;;250.0
1965;10;26;;250.0
1965;10;27;;250.0
1965;10;28;;250.0
1965;10;29;;250.0
1965;10;30;;250.0
1965;10;31;;250.0
1965;11;1;;250.0
1965;11;2;;250.0
1965;11;3;;250.0
1965;11;4;;250.0
1965;11;5;;250.0
1965;11;6;;250.0
1965;11;7;;250.0
1965;11;8;;250.0
1965;11;9;9.4;40.0
1965;11;10;8.91;40.0
1965;11;11;9.47;40.0
1965;11;12;8.62;40.0
1965;11;13;6.98;40.0
1965;11;14;7.44;40.0
1965;11;15;7.4;40.0
1965;11;16;7.32;40.0
1965;11;17;7.15;40.0
1965;11;18;;250.0
1965;11;19;;250.0
1965;11;20;;250.0
1965;11;21;;250.0
1965;11;22;;250.0
1965;11;23;;250.0
1965;11;24;;250.0
1965;11;25;;250.0
1965;11;26;;250.0
1965;11;27;;250.0
1965;11;28;;250.0
1965;11;29;;250.0
1965;11;30;;250.0
1965;12;1;;250.0
1965;12;2;;250.0
1965;12;3;;250.0
1965;12;4;;250.0
1965;12;5;;250.0
1965;12;6;;250.0
1965;12;7;;250.0
1965;12;8;;250.0
1965;12;9;;250.0
1965;12;10;;250.0
1965;12;11;;250.0
1965;12;12;;250.0
1965;12;13;;250.0
1965;12;14;;250.0
1965;12;15;;250.0
1965;12;16;;250.0
1965;12;17;;250.0
1965;12;18;;250.0
1965;12;19;;250.0
1965;12;20;;250.0
1965;12;21;;250.0
1965;12;22;;250.0
1965;12;23;;250.0
1965;12;24;;250.0
1965;12;25;;250.0
1965;12;26;;250.0
1965;12;27;;250.0
1965;12;28;;250.0
1965;12;29;;250.0
1965;12;30;;250.0
1965;12;31;;250.0
1966;1;1;;250.0
1966;1;2;;250.0
1966;1;3;;250.0
1966;1;4;;250.0
1966;1;5;;250.0
1966;1;6;;250.0
1966;1;7;;250.0
1966;1;8;;250.0
1966;1;9;;250.0
1966;1;10;;250.0
1966;1;11;;250.0
1966;1;12;;250.0
1966;1;13;;250.0
1966;1;14;;250.0
1966;1;15;;250.0
1966;1;16;;250.0
1966;1;17;;250.0
1966;1;18;;250.0
1966;1;19;;250.0
1966;1;20;;250.0
1966;1;21;;250.0
1966;1;22;;250.0
1966;1;23;;250.0
1966;1;24;;250.0
1966;1;25;;250.0
1966;1;26;;250.0
1966;1;27;;250.0
1966;1;28;;250.0
1966;1;29;;250.0
1966;1;30;;250.0
1966;1;31;;250.0
1966;2;1;;250.0
1966;2;2;;250.0
1966;2;3;;250.0
1966;2;4;;250.0
1966;2;5;;250.0
1966;2;6;;250.0
1966;2;7;;250.0
1966;2;8;;250.0
1966;2;9;;250.0
1966;2;10;;250.0
1966;2;11;;250.0
1966;2;12;;250.0
1966;2;13;;250.0
1966;2;14;;250.0
1966;2;15;;250.0
1966;2;16;;250.0
1966;2;17;;250.0
1966;2;18;;250.0
1966;2;19;;250.0
1966;2;20;;250.0
1966;2;21;;250.0
1966;2;22;;250.0
1966;2;23;;250.0
1966;2;24;;250.0
1966;2;25;;250.0
1966;2;26;;250.0
1966;2;27;;250.0
1966;2;28;;250.0
1966;3;1;;250.0
