YYYY;MM;DD;fsca_full_watershed;fsca_outside_glaciers;glacier_albedo
2000;2;24;60.594;60.742;60.617
2000;2;25;75.302;75.997;82.512
2000;2;26;75.292;75.999;83.265
2000;2;27;75.032;75.723;83.388
2000;2;28;74.836;75.714;78.913
2000;2;29;78.32;78.685;89.274
2000;3;1;77.778;78.159;89.359
2000;3;2;78.004;78.396;89.29
2000;3;3;77.155;77.389;89.149
2000;3;4;77.951;78.355;89.266
2000;3;5;82.071;82.731;89.391
2000;3;6;77.88;78.227;89.224
2000;3;7;82.827;83.52;89.019
2000;3;8;79.581;79.972;89.307
2000;3;9;78.09;78.348;88.441
2000;3;10;77.673;77.975;88.416
2000;3;11;73.33;73.307;86.022
2000;3;12;76.894;77.137;86.604
2000;3;13;77.315;77.481;86.78
2000;3;14;74.323;74.433;86.29
2000;3;15;78.384;78.621;85.811
2000;3;16;78.966;79.059;85.746
2000;3;17;78.474;78.491;86.217
2000;3;18;78.344;78.346;85.139
2000;3;19;78.011;77.847;84.339
2000;3;20;79.955;80.035;84.616
2000;3;21;77.648;77.393;84.652
2000;3;22;76.305;76.026;84.096
2000;3;23;79.591;79.221;79.699
2000;3;24;83.402;83.164;77.154
2000;3;25;82.982;82.674;77.057
2000;3;26;81.847;81.057;75.338
2000;3;27;85.649;85.088;72.763
2000;3;28;84.477;83.63;77.522
2000;3;29;83.911;83.109;74.678
2000;3;30;80.355;79.73;76.719
2000;3;31;83.478;83.019;76.726
2000;4;1;89.105;88.826;77.287
2000;4;2;88.929;88.805;77.0
2000;4;3;87.748;87.765;75.451
2000;4;4;84.965;85.049;72.114
2000;4;5;84.499;84.581;72.423
2000;4;6;85.011;85.122;71.913
2000;4;7;87.408;87.297;75.087
2000;4;8;;;
2000;4;9;86.296;86.213;73.375
2000;4;10;86.314;86.202;73.736
2000;4;11;86.258;86.142;73.557
2000;4;12;85.895;85.776;73.612
2000;4;13;81.478;81.258;77.402
2000;4;14;81.861;81.637;77.35
2000;4;15;80.181;79.895;77.4
2000;4;16;79.339;79.055;77.392
2000;4;17;80.106;79.827;77.402
2000;4;18;80.204;79.87;77.408
2000;4;19;71.538;71.55;77.18
2000;4;20;71.614;71.602;77.062
2000;4;21;71.708;71.682;77.836
2000;4;22;71.395;71.335;76.714
2000;4;23;71.5;71.439;76.784
2000;4;24;70.856;70.842;77.799
2000;4;25;84.434;85.388;72.692
2000;4;26;85.015;86.026;74.237
2000;4;27;87.183;87.711;70.26
2000;4;28;87.711;88.306;68.999
2000;4;29;87.728;88.291;69.991
2000;4;30;88.407;89.387;73.66
2000;5;1;86.779;87.217;69.005
2000;5;2;87.193;87.469;71.321
2000;5;3;86.532;86.699;70.112
2000;5;4;84.585;84.669;70.615
2000;5;5;84.442;84.49;70.91
2000;5;6;79.402;79.084;63.683
2000;5;7;79.577;79.231;62.876
2000;5;8;78.89;78.232;60.154
2000;5;9;79.493;78.777;59.59
2000;5;10;78.931;78.237;59.612
2000;5;11;78.435;77.93;59.5
2000;5;12;78.271;77.733;59.891
2000;5;13;78.489;77.83;60.043
2000;5;14;77.824;77.29;60.052
2000;5;15;74.272;74.289;61.035
2000;5;16;73.177;73.316;61.0
2000;5;17;71.967;71.869;61.77
2000;5;18;69.022;68.785;63.062
2000;5;19;65.459;65.007;64.543
