YYYY;MM;DD;fsca_full_watershed;fsca_outside_glaciers;glacier_albedo
2000;2;24;62.863;74.482;65.166
2000;2;25;63.3;74.457;58.028
2000;2;26;66.219;73.983;62.254
2000;2;27;73.729;76.55;89.726
2000;2;28;73.706;76.507;89.778
2000;2;29;73.709;76.51;89.669
2000;3;1;73.934;78.636;88.98
2000;3;2;73.952;78.648;89.025
2000;3;3;74.354;78.919;89.053
2000;3;4;73.929;78.659;89.016
2000;3;5;75.235;80.268;89.702
2000;3;6;75.895;83.406;88.607
2000;3;7;75.886;82.712;89.334
2000;3;8;75.746;82.19;89.099
2000;3;9;76.169;83.561;88.781
2000;3;10;76.82;84.523;86.146
2000;3;11;76.156;83.808;88.657
2000;3;12;77.482;86.442;86.391
2000;3;13;76.562;84.264;84.694
2000;3;14;77.046;85.46;85.777
2000;3;15;77.014;85.371;85.816
2000;3;16;66.008;68.975;62.718
2000;3;17;66.677;68.704;62.303
2000;3;18;66.493;68.766;63.116
2000;3;19;63.991;66.981;61.943
2000;3;20;64.653;67.044;61.369
2000;3;21;64.324;66.981;61.97
2000;3;22;64.314;66.931;65.632
2000;3;23;77.49;67.2;77.347
2000;3;24;80.077;75.467;77.78
2000;3;25;81.822;77.806;81.204
2000;3;26;81.435;78.833;83.366
2000;3;27;77.726;77.438;82.916
2000;3;28;79.268;77.338;83.725
2000;3;29;78.611;77.731;83.595
2000;3;30;78.518;77.44;83.59
2000;3;31;78.27;77.682;83.298
2000;4;1;77.85;77.446;82.556
2000;4;2;78.984;77.577;83.205
2000;4;3;77.704;77.504;83.025
2000;4;4;77.637;77.296;83.031
2000;4;5;77.479;76.829;83.052
2000;4;6;77.398;76.849;80.235
2000;4;7;78.117;77.021;83.048
2000;4;8;;;
2000;4;9;76.224;77.209;84.614
2000;4;10;76.751;77.271;84.113
2000;4;11;77.733;77.014;84.279
2000;4;12;78.523;77.171;83.933
2000;4;13;79.89;76.868;83.765
2000;4;14;80.255;77.005;83.454
2000;4;15;80.27;77.084;83.5
2000;4;16;81.045;77.707;83.374
2000;4;17;81.233;77.96;83.291
2000;4;18;81.968;78.604;82.632
2000;4;19;81.828;78.607;81.053
2000;4;20;81.866;78.601;81.839
2000;4;21;82.045;78.759;81.001
2000;4;22;82.268;78.961;81.025
2000;4;23;82.499;79.262;80.166
2000;4;24;82.134;78.825;79.506
2000;4;25;82.344;78.961;80.864
2000;4;26;82.5;78.79;79.405
2000;4;27;81.944;78.778;82.249
2000;4;28;79.726;77.269;79.33
2000;4;29;76.441;76.276;79.787
2000;4;30;75.659;77.162;81.226
2000;5;1;75.555;77.05;81.121
2000;5;2;75.644;77.976;81.704
2000;5;3;75.591;77.026;81.061
2000;5;4;75.836;77.215;80.522
2000;5;5;75.487;77.071;81.428
2000;5;6;75.082;76.011;81.063
2000;5;7;83.278;76.989;71.011
2000;5;8;86.952;72.574;65.302
2000;5;9;86.913;72.445;65.359
2000;5;10;85.651;68.265;65.135
2000;5;11;85.68;68.327;65.054
2000;5;12;83.596;62.709;65.888
2000;5;13;83.935;61.783;66.096
2000;5;14;81.677;58.693;68.132
2000;5;15;81.524;58.551;68.14
2000;5;16;81.522;58.383;68.206
2000;5;17;81.396;57.966;68.179
2000;5;18;77.38;58.178;68.181
2000;5;19;75.468;56.635;71.336
2000;5;20;72.77;57.296;76.15
2000;5;21;73.152;59.848;77.109
2000;5;22;74.28;59.544;77.411
2000;5;23;74.56;60.464;77.407
2000;5;24;74.905;61.956;77.732
2000;5;25;74.235;67.484;78.994
2000;5;26;75.741;69.561;77.976
2000;5;27;76.625;69.161;77.924
2000;5;28;76.108;71.402;78.527
2000;5;29;76.048;71.253;78.53
2000;5;30;76.822;70.687;77.968
2000;5;31;76.46;66.402;77.281
2000;6;1;73.275;55.492;77.055
2000;6;2;70.706;52.608;76.717
2000;6;3;70.55;42.735;72.553
2000;6;4;69.355;39.027;72.475
2000;6;5;71.254;32.173;68.026
2000;6;6;71.271;31.935;68.039
2000;6;7;70.525;31.501;67.568
2000;6;8;66.497;15.516;67.005
2000;6;9;64.697;13.216;67.422
2000;6;10;65.039;13.025;67.201
2000;6;11;64.714;12.225;67.157
2000;6;12;64.645;11.956;67.149
2000;6;13;64.982;13.385;66.562
2000;6;14;64.398;12.084;67.669
2000;6;15;64.344;13.387;65.656
2000;6;16;63.445;10.142;65.571
2000;6;17;63.954;9.793;64.645
2000;6;18;64.462;9.268;64.258
2000;6;19;64.823;8.586;63.862
2000;6;20;65.121;8.818;63.144
2000;6;21;65.602;9.192;63.361
2000;6;22;65.342;8.274;62.735
2000;6;23;65.847;8.221;63.14
2000;6;24;65.692;8.358;62.98
2000;6;25;65.928;7.532;62.458
2000;6;26;66.837;6.97;61.818
2000;6;27;67.102;6.554;60.641
2000;6;28;67.307;6.14;59.389
