YYYY;MM;DD;fsca_full_watershed;fsca_outside_glaciers;glacier_albedo
2000;2;24;60.721;61.97;46.938
2000;2;25;65.423;66.589;60.244
2000;2;26;65.154;66.255;61.634
2000;2;27;65.373;66.43;63.243
2000;2;28;65.192;66.291;63.213
2000;2;29;68.528;70.997;61.857
2000;3;1;68.059;70.208;63.359
2000;3;2;68.767;71.273;62.962
2000;3;3;68.028;70.198;62.25
2000;3;4;68.028;70.123;63.089
2000;3;5;69.254;71.903;62.232
2000;3;6;69.255;70.299;77.243
2000;3;7;72.381;73.34;80.189
2000;3;8;73.053;74.642;79.226
2000;3;9;72.996;74.474;79.02
2000;3;10;72.989;74.533;78.846
2000;3;11;73.731;74.459;76.097
2000;3;12;72.532;72.957;75.941
2000;3;13;73.064;74.009;74.174
2000;3;14;71.738;71.962;74.499
2000;3;15;71.562;71.794;72.903
2000;3;16;72.249;72.238;70.98
2000;3;17;71.072;71.038;68.774
2000;3;18;71.3;71.196;65.226
2000;3;19;70.085;69.385;64.16
2000;3;20;70.507;70.17;64.506
2000;3;21;71.664;71.46;64.529
2000;3;22;68.832;69.364;68.127
2000;3;23;76.226;74.332;73.002
2000;3;24;75.813;74.048;72.976
2000;3;25;76.352;74.65;72.812
2000;3;26;78.524;76.142;73.016
2000;3;27;79.538;76.669;70.572
2000;3;28;78.123;75.736;73.331
2000;3;29;74.507;72.41;76.039
2000;3;30;74.653;72.637;76.037
2000;3;31;73.549;71.515;76.49
2000;4;1;72.159;69.565;76.668
2000;4;2;73.484;72.95;77.001
2000;4;3;70.546;69.515;78.696
2000;4;4;70.661;69.555;75.909
2000;4;5;70.324;69.238;76.219
2000;4;6;70.552;69.404;75.924
2000;4;7;72.208;71.577;76.214
2000;4;8;;;
2000;4;9;68.895;67.058;75.686
2000;4;10;69.762;68.336;77.29
2000;4;11;69.715;68.075;76.794
2000;4;12;69.376;67.709;77.315
2000;4;13;66.261;63.53;78.98
2000;4;14;65.571;62.638;77.585
2000;4;15;66.145;63.713;80.268
2000;4;16;66.117;63.683;80.254
2000;4;17;66.078;63.672;80.325
2000;4;18;66.41;63.886;79.877
2000;4;19;61.128;58.021;76.694
2000;4;20;61.488;58.5;77.825
2000;4;21;61.492;58.525;77.578
2000;4;22;61.418;58.422;77.536
2000;4;23;61.696;58.795;77.901
2000;4;24;60.369;56.507;79.728
2000;4;25;64.535;59.56;75.183
2000;4;26;63.776;58.919;74.571
2000;4;27;61.742;55.186;74.263
2000;4;28;61.536;54.516;71.588
2000;4;29;61.104;53.716;71.622
2000;4;30;63.187;56.502;71.576
2000;5;1;60.155;52.385;70.753
2000;5;2;59.214;50.992;70.557
2000;5;3;56.323;46.844;68.541
2000;5;4;53.505;42.767;68.577
2000;5;5;53.361;42.697;68.728
2000;5;6;44.316;29.962;65.851
2000;5;7;38.91;21.303;63.2
2000;5;8;34.653;12.675;58.384
2000;5;9;34.28;12.324;57.939
2000;5;10;33.11;9.959;56.222
2000;5;11;32.135;8.611;55.652
2000;5;12;30.994;6.649;54.334
2000;5;13;30.883;6.056;54.204
2000;5;14;30.702;6.403;55.116
2000;5;15;30.013;5.689;56.442
2000;5;16;29.684;5.762;56.838
2000;5;17;29.411;5.627;57.403
2000;5;18;28.436;6.118;60.177
2000;5;19;29.355;9.523;64.443
2000;5;20;28.303;7.428;64.789
2000;5;21;28.389;8.01;63.899
2000;5;22;29.743;10.048;65.024
2000;5;23;29.875;10.147;64.92
2000;5;24;29.802;10.25;65.508
2000;5;25;29.248;8.984;64.837
2000;5;26;30.2;11.967;70.038
2000;5;27;30.348;12.282;72.945
2000;5;28;30.325;12.178;73.743
2000;5;29;30.567;12.509;74.082
2000;5;30;29.202;9.804;70.359
2000;5;31;28.84;8.779;71.679
2000;6;1;27.1;5.263;67.205
2000;6;2;27.37;4.989;66.096
2000;6;3;27.185;4.058;64.258
2000;6;4;27.261;4.26;64.136
2000;6;5;27.213;4.05;64.317
2000;6;6;27.264;3.752;62.486
2000;6;7;27.366;3.678;62.027
2000;6;8;27.402;3.405;61.408
2000;6;9;27.155;3.532;61.931
2000;6;10;27.057;3.414;62.054
2000;6;11;27.275;3.687;60.868
2000;6;12;27.087;3.578;59.765
2000;6;13;27.201;4.028;59.023
2000;6;14;26.983;6.073;57.671
2000;6;15;25.37;4.213;58.488
2000;6;16;25.928;5.073;57.899
2000;6;17;25.295;4.149;56.59
2000;6;18;25.045;2.56;58.017
2000;6;19;24.948;2.208;57.525
2000;6;20;24.959;2.07;57.41
2000;6;21;25.284;1.713;55.013
2000;6;22;25.252;1.705;54.989
2000;6;23;25.26;1.623;55.933
2000;6;24;24.971;1.504;54.477
2000;6;25;25.127;1.299;53.778
2000;6;26;25.232;1.098;50.842
2000;6;27;25.381;1.025;50.154
2000;6;28;25.491;0.995;49.75
2000;6;29;25.537;0.905;47.661
2000;6;30;25.669;0.771;45.787
2000;7;1;25.647;0.645;44.656
2000;7;2;25.358;0.718;43.836
2000;7;3;25.18;0.545;44.283
2000;7;4;25.061;0.495;43.994
2000;7;5;25.241;0.508;43.561
2000;7;6;24.862;0.459;43.397
2000;7;7;24.408;0.57;42.653
2000;7;8;24.25;0.611;43.158
2000;7;9;24.363;0.649;42.813
2000;7;10;24.34;0.571;42.806
2000;7;11;24.2;0.569;43.362
2000;7;12;24.224;0.836;43.066
2000;7;13;24.014;0.402;43.014
2000;7;14;23.72;0.445;42.881
2000;7;15;22.685;0.401;42.505
2000;7;16;22.54;0.509;43.192
2000;7;17;22.473;0.522;42.742
2000;7;18;23.624;0.367;40.048
2000;7;19;23.961;0.329;39.025
2000;7;20;23.95;0.301;38.951
2000;7;21;24.03;0.308;38.85
2000;7;22;24.026;0.305;38.783
2000;7;23;24.021;0.337;38.21
2000;7;24;24.161;0.33;38.05
2000;7;25;23.989;0.286;38.442
2000;7;26;24.184;0.417;37.897
2000;7;27;24.352;0.372;37.602
2000;7;28;24.353;0.375;37.559
2000;7;29;24.274;0.343;37.649
2000;7;30;23.889;0.323;37.546
2000;7;31;23.929;0.357;37.02
2000;8;1;23.696;0.292;36.662
2000;8;2;23.549;0.28;36.901
