YYYY;MM;DD;fsca_full_watershed;fsca_outside_glaciers;glacier_albedo
2000;2;24;65.164;66.992;65.444
2000;2;25;65.69;67.289;64.355
2000;2;26;65.274;66.974;66.672
2000;2;27;66.541;67.597;65.242
2000;2;28;66.349;67.504;65.602
2000;2;29;66.953;68.069;65.389
2000;3;1;70.727;70.799;78.959
2000;3;2;70.287;70.273;78.899
2000;3;3;70.797;70.83;79.667
2000;3;4;70.38;70.988;76.72
2000;3;5;71.044;71.341;77.447
2000;3;6;71.763;72.128;79.353
2000;3;7;70.873;71.205;77.448
2000;3;8;71.774;72.301;78.06
2000;3;9;71.835;72.484;77.924
2000;3;10;71.763;72.068;76.598
2000;3;11;71.298;71.79;74.956
2000;3;12;68.531;68.451;67.982
2000;3;13;68.449;68.346;67.904
2000;3;14;68.478;68.426;67.757
2000;3;15;68.422;68.367;64.994
2000;3;16;64.824;65.71;54.83
2000;3;17;64.72;65.602;51.903
2000;3;18;64.872;65.836;51.905
2000;3;19;64.542;65.493;51.355
2000;3;20;64.467;65.429;51.249
2000;3;21;64.559;65.423;51.028
2000;3;22;64.919;65.135;59.587
2000;3;23;70.353;70.816;65.869
2000;3;24;72.839;73.655;64.475
2000;3;25;73.201;73.955;64.805
2000;3;26;75.773;76.384;76.958
2000;3;27;75.09;75.177;77.957
2000;3;28;77.722;77.99;83.659
2000;3;29;77.421;77.855;81.143
2000;3;30;77.349;77.728;81.825
2000;3;31;76.893;77.195;82.006
2000;4;1;76.461;76.712;81.356
2000;4;2;77.833;78.307;84.044
2000;4;3;76.668;77.13;80.787
2000;4;4;76.636;77.079;82.585
2000;4;5;76.483;76.942;82.657
2000;4;6;75.599;75.865;82.511
2000;4;7;76.823;77.184;85.209
2000;4;8;;;
2000;4;9;76.847;76.32;87.404
2000;4;10;76.373;75.815;87.414
2000;4;11;76.904;76.43;87.516
2000;4;12;77.777;77.542;86.831
2000;4;13;78.605;78.38;87.518
2000;4;14;78.585;78.501;86.961
2000;4;15;78.541;78.416;87.007
2000;4;16;78.769;78.668;86.939
2000;4;17;78.615;78.503;86.602
2000;4;18;78.85;78.818;86.385
2000;4;19;78.104;78.251;83.304
2000;4;20;77.931;78.022;83.62
2000;4;21;78.128;78.253;83.396
2000;4;22;77.77;77.867;83.128
2000;4;23;78.079;78.177;82.695
2000;4;24;78.152;77.967;83.535
2000;4;25;78.153;77.877;83.854
2000;4;26;78.368;78.122;83.433
2000;4;27;78.426;78.442;83.404
2000;4;28;79.954;80.007;82.248
2000;4;29;84.71;85.593;83.053
2000;4;30;86.139;87.222;82.569
2000;5;1;85.364;86.236;82.606
2000;5;2;84.738;85.73;83.156
2000;5;3;85.41;86.256;80.598
2000;5;4;85.093;85.937;82.453
2000;5;5;78.983;80.044;77.233
2000;5;6;78.386;79.283;76.928
2000;5;7;85.23;85.134;69.28
2000;5;8;86.822;85.147;67.975
2000;5;9;87.041;85.379;68.214
2000;5;10;87.089;85.387;68.485
2000;5;11;86.837;85.097;68.43
2000;5;12;87.349;85.696;67.178
2000;5;13;86.59;84.729;68.619
2000;5;14;85.341;83.902;71.025
2000;5;15;84.8;83.398;71.597
2000;5;16;84.326;83.155;72.019
2000;5;17;84.139;82.911;72.031
2000;5;18;79.66;79.058;74.573
2000;5;19;78.829;78.286;75.537
2000;5;20;78.278;77.978;77.675
2000;5;21;77.417;77.057;77.377
2000;5;22;77.238;76.784;77.611
2000;5;23;77.319;76.883;77.636
2000;5;24;77.018;76.76;75.698
2000;5;25;75.546;75.564;77.045
2000;5;26;70.003;68.417;79.991
2000;5;27;68.577;66.559;79.913
2000;5;28;67.807;65.738;79.879
2000;5;29;67.762;65.688;79.895
2000;5;30;67.746;65.627;79.818
2000;5;31;60.779;56.561;79.551
2000;6;1;55.357;49.794;78.247
2000;6;2;54.508;48.858;78.25
2000;6;3;48.782;40.783;75.71
2000;6;4;49.234;41.187;74.437
2000;6;5;48.429;39.925;74.248
2000;6;6;45.118;34.251;68.479
2000;6;7;45.049;34.15;68.415
2000;6;8;39.814;27.23;67.901
2000;6;9;39.018;26.961;69.652
2000;6;10;38.003;25.652;69.827
2000;6;11;36.25;23.427;69.656
2000;6;12;35.944;23.126;69.433
2000;6;13;35.796;23.072;69.417
2000;6;14;34.745;22.414;70.592
2000;6;15;31.106;17.66;70.391
2000;6;16;31.155;17.587;69.533
2000;6;17;28.047;13.452;67.709
2000;6;18;26.822;11.027;65.702
2000;6;19;26.146;9.461;64.338
2000;6;20;25.525;8.191;63.573
2000;6;21;25.871;8.596;63.525
2000;6;22;25.144;7.728;63.395
2000;6;23;25.124;7.527;63.772
2000;6;24;24.922;7.297;63.361
2000;6;25;24.542;6.8;63.059
2000;6;26;23.903;5.856;62.121
2000;6;27;23.403;5.193;61.024
2000;6;28;22.941;4.617;59.674
2000;6;29;22.839;4.594;56.994
2000;6;30;22.622;4.479;55.291
2000;7;1;22.764;4.444;53.885
2000;7;2;22.844;4.96;53.069
2000;7;3;22.289;4.171;54.195
2000;7;4;22.165;3.835;53.483
2000;7;5;22.166;3.768;53.112
2000;7;6;21.963;3.573;52.874
2000;7;7;21.628;3.408;52.531
2000;7;8;21.674;3.399;52.992
2000;7;9;21.897;3.337;52.591
2000;7;10;21.735;3.193;52.432
2000;7;11;21.781;3.276;52.683
2000;7;12;21.775;3.267;52.664
2000;7;13;21.78;3.271;52.679
2000;7;14;21.955;3.356;52.508
2000;7;15;21.332;3.272;52.105
2000;7;16;22.144;4.264;52.403
2000;7;17;21.627;3.7;52.328
2000;7;18;22.357;4.516;51.241
2000;7;19;21.569;3.659;50.317
2000;7;20;20.739;3.034;47.906
2000;7;21;20.838;2.704;46.894
2000;7;22;20.888;2.713;47.06
2000;7;23;20.921;2.779;46.881
2000;7;24;20.887;2.661;47.098
2000;7;25;21.133;2.669;45.692
2000;7;26;21.29;2.659;44.886
2000;7;27;21.106;2.593;44.095
2000;7;28;21.115;2.572;44.002
2000;7;29;21.016;2.474;44.023
2000;7;30;21.229;2.574;43.408
2000;7;31;20.967;2.43;42.903
2000;8;1;21.049;2.596;42.153
2000;8;2;20.241;2.252;41.802
2000;8;3;20.301;2.23;41.819
2000;8;4;20.294;2.225;41.775
2000;8;5;20.601;2.784;41.349
2000;8;6;;;
2000;8;7;;;
2000;8;8;;;
2000;8;9;;;
2000;8;10;;;
2000;8;11;;;
2000;8;12;;;
2000;8;13;;;
2000;8;14;;;
2000;8;15;;;
2000;8;16;;;
2000;8;17;;;
2000;8;18;19.922;2.533;39.935
2000;8;19;20.424;3.36;39.746
2000;8;20;20.533;2.952;40.513
2000;8;21;20.766;2.926;40.417
2000;8;22;20.279;2.937;40.249
2000;8;23;20.282;2.87;41.103
2000;8;24;20.334;2.752;41.535
2000;8;25;20.445;2.731;41.95
2000;8;26;19.951;2.594;45.315
2000;8;27;19.767;2.768;44.658
2000;8;28;20.167;2.863;45.648
2000;8;29;20.177;2.817;45.329
2000;8;30;20.175;2.772;45.349
2000;8;31;20.189;2.801;44.532
2000;9;1;20.155;2.816;43.76
2000;9;2;20.199;2.872;44.652
2000;9;3;20.138;2.8;42.918
2000;9;4;20.125;2.79;42.885
2000;9;5;20.142;2.979;43.682
2000;9;6;20.079;3.009;44.073
2000;9;7;19.596;2.839;44.904
2000;9;8;19.134;2.925;44.736
2000;9;9;19.122;2.951;44.754
2000;9;10;20.631;3.871;50.109
2000;9;11;20.385;4.077;52.516
2000;9;12;22.201;7.117;57.164
2000;9;13;22.857;8.146;58.264
2000;9;14;24.849;10.848;62.953
2000;9;15;26.711;12.025;63.471
2000;9;16;29.336;15.758;64.637
2000;9;17;28.676;15.063;65.747
2000;9;18;28.586;14.579;64.424
2000;9;19;28.843;15.042;64.507
2000;9;20;28.249;13.917;64.213
2000;9;21;27.799;14.09;65.518
2000;9;22;27.853;14.228;66.002
2000;9;23;27.201;13.355;62.202
2000;9;24;26.595;12.691;61.886
2000;9;25;23.478;8.643;62.387
2000;9;26;20.992;7.619;60.839
2000;9;27;25.679;14.362;62.692
2000;9;28;29.056;18.746;62.021
2000;9;29;35.157;28.048;61.672
2000;9;30;52.984;47.968;75.735
2000;10;1;58.051;54.596;77.826
2000;10;2;53.438;48.354;78.423
2000;10;3;53.618;48.513;77.959
2000;10;4;59.724;56.438;77.877
2000;10;5;63.439;60.8;82.014
2000;10;6;61.965;59.182;82.672
2000;10;7;61.352;57.935;84.252
2000;10;8;62.351;59.139;84.486
2000;10;9;62.449;59.257;84.173
2000;10;10;62.471;59.228;85.154
2000;10;11;61.638;58.181;82.74
2000;10;12;61.837;58.341;83.503
2000;10;13;61.756;59.223;79.994
2000;10;14;63.202;60.808;79.811
2000;10;15;65.536;63.076;80.428
2000;10;16;68.923;67.059;74.145
2000;10;17;72.638;71.705;71.419
2000;10;18;76.112;76.798;61.555
2000;10;19;76.24;76.498;62.628
2000;10;20;77.294;77.515;64.801
2000;10;21;75.143;75.616;62.765
2000;10;22;74.723;74.865;62.599
2000;10;23;75.572;76.041;64.339
2000;10;24;76.047;76.165;67.958
2000;10;25;76.687;76.916;67.223
2000;10;26;70.319;72.459;52.708
2000;10;27;70.921;73.469;48.375
2000;10;28;71.548;74.064;49.097
2000;10;29;70.202;72.511;42.221
2000;10;30;68.247;69.399;50.112
2000;10;31;66.964;67.719;43.963
2000;11;1;;;
2000;11;2;;;
2000;11;3;;;
2000;11;4;;;
2000;11;5;;;
2000;11;6;;;
2000;11;7;;;
2000;11;8;;;
2000;11;9;;;
2000;11;10;;;
2000;11;11;;;
2000;11;12;;;
2000;11;13;;;
2000;11;14;;;
2000;11;15;;;
2000;11;16;;;
2000;11;17;;;
2000;11;18;;;
2000;11;19;;;
2000;11;20;;;
2000;11;21;;;
2000;11;22;;;
2000;11;23;;;
2000;11;24;;;
2000;11;25;;;
2000;11;26;;;
2000;11;27;;;
2000;11;28;;;
2000;11;29;;;
2000;11;30;;;
2000;12;1;;;
2000;12;2;;;
2000;12;3;;;
2000;12;4;;;
2000;12;5;;;
2000;12;6;;;
2000;12;7;;;
2000;12;8;;;
2000;12;9;;;
2000;12;10;;;
2000;12;11;;;
2000;12;12;;;
2000;12;13;;;
2000;12;14;;;
2000;12;15;;;
2000;12;16;;;
