YYYY;MM;DD;fsca_full_watershed;fsca_outside_glaciers;glacier_albedo
2000;2;24;68.218;70.463;64.942
2000;2;25;68.259;70.48;64.217
2000;2;26;68.022;70.249;66.704
2000;2;27;69.211;70.885;65.172
2000;2;28;68.913;70.73;65.605
2000;2;29;69.235;70.863;65.094
2000;3;1;71.753;71.914;81.25
2000;3;2;71.527;71.686;80.77
2000;3;3;71.729;71.838;80.201
2000;3;4;71.426;71.945;78.433
2000;3;5;72.017;72.083;78.564
2000;3;6;72.952;73.16;80.829
2000;3;7;72.998;73.35;79.005
2000;3;8;72.943;73.217;79.671
2000;3;9;72.937;73.294;79.693
2000;3;10;73.615;73.811;77.172
2000;3;11;73.029;73.383;78.955
2000;3;12;71.391;71.447;70.312
2000;3;13;70.935;70.876;70.354
2000;3;14;71.074;71.084;70.145
2000;3;15;71.151;71.1;69.149
2000;3;16;65.698;66.702;56.341
2000;3;17;65.702;66.735;53.353
2000;3;18;65.689;66.78;53.485
2000;3;19;66.101;67.362;52.539
2000;3;20;66.067;67.383;52.377
2000;3;21;66.217;67.396;52.3
2000;3;22;66.279;66.872;59.076
2000;3;23;67.618;67.562;64.319
2000;3;24;73.522;74.934;60.259
2000;3;25;74.02;75.462;60.884
2000;3;26;77.54;78.757;77.621
2000;3;27;78.327;79.222;79.658
2000;3;28;79.272;79.972;84.527
2000;3;29;79.45;80.334;81.975
2000;3;30;79.17;79.97;82.349
2000;3;31;78.853;79.622;82.565
2000;4;1;78.977;79.851;81.6
2000;4;2;79.216;79.913;84.315
2000;4;3;78.746;79.632;81.942
2000;4;4;78.854;79.668;84.118
2000;4;5;78.544;79.322;83.839
2000;4;6;77.683;78.262;83.389
2000;4;7;77.651;78.038;85.836
2000;4;8;;;
2000;4;9;77.793;77.38;87.915
2000;4;10;77.679;77.312;87.823
2000;4;11;78.358;78.125;87.888
2000;4;12;79.814;79.958;87.257
2000;4;13;81.088;81.386;87.772
2000;4;14;81.646;82.189;87.361
2000;4;15;82.049;82.675;87.383
2000;4;16;82.645;83.395;87.229
2000;4;17;82.846;83.692;86.838
2000;4;18;83.425;84.419;86.376
2000;4;19;83.098;84.204;84.081
2000;4;20;83.201;84.32;84.44
2000;4;21;83.323;84.45;84.076
2000;4;22;83.267;84.476;83.902
2000;4;23;83.629;84.848;83.386
2000;4;24;83.712;84.771;83.429
2000;4;25;84.031;85.066;83.875
2000;4;26;84.022;85.009;83.436
2000;4;27;83.801;84.908;83.621
2000;4;28;84.886;85.974;82.847
2000;4;29;87.389;88.608;83.987
2000;4;30;87.613;88.698;84.132
2000;5;1;87.165;88.124;84.171
2000;5;2;86.381;87.407;84.409
2000;5;3;87.06;88.034;82.59
2000;5;4;86.9;87.818;84.119
2000;5;5;77.097;77.902;78.106
2000;5;6;76.68;77.383;77.692
2000;5;7;90.389;91.148;69.117
2000;5;8;90.961;90.276;68.605
2000;5;9;90.93;90.258;69.192
2000;5;10;90.961;90.268;69.329
2000;5;11;90.846;90.157;69.308
2000;5;12;91.527;90.986;67.79
2000;5;13;90.425;89.585;69.369
2000;5;14;89.056;88.769;72.106
2000;5;15;88.775;88.42;72.262
2000;5;16;88.196;87.872;72.375
2000;5;17;88.025;87.653;72.387
2000;5;18;84.352;84.744;75.232
2000;5;19;83.456;83.793;75.745
2000;5;20;82.384;82.982;78.618
2000;5;21;81.926;82.497;78.484
2000;5;22;81.591;82.086;78.63
2000;5;23;81.611;82.107;78.649
2000;5;24;81.205;81.976;75.973
2000;5;25;79.791;80.942;77.642
2000;5;26;76.415;76.463;80.006
2000;5;27;76.634;76.713;80.064
2000;5;28;75.091;74.959;80.069
2000;5;29;75.076;74.946;80.073
2000;5;30;74.988;74.824;80.126
2000;5;31;69.918;68.156;79.679
2000;6;1;69.144;67.303;78.886
2000;6;2;65.027;62.34;78.933
2000;6;3;61.61;57.311;77.035
2000;6;4;61.194;56.49;75.227
2000;6;5;58.86;53.33;75.015
2000;6;6;56.462;48.609;68.68
2000;6;7;55.152;46.945;68.689
2000;6;8;43.565;32.066;68.093
2000;6;9;41.462;30.167;69.936
2000;6;10;40.357;28.749;70.397
2000;6;11;39.491;27.622;70.208
2000;6;12;38.767;26.8;70.265
2000;6;13;39.111;27.317;70.324
2000;6;14;37.807;25.904;71.508
2000;6;15;36.833;24.757;70.642
2000;6;16;34.887;22.137;69.607
2000;6;17;33.291;19.857;67.495
2000;6;18;32.142;17.688;65.864
2000;6;19;30.37;14.723;64.413
2000;6;20;29.202;12.801;63.573
2000;6;21;29.808;13.552;63.56
2000;6;22;29.027;12.61;63.404
2000;6;23;28.558;11.839;63.732
2000;6;24;28.647;11.972;63.378
2000;6;25;27.683;10.79;63.08
2000;6;26;26.7;9.426;62.405
2000;6;27;25.77;8.237;61.313
2000;6;28;24.86;7.157;59.785
2000;6;29;24.711;7.038;57.169
2000;6;30;24.465;6.899;55.491
2000;7;1;24.392;6.666;54.308
2000;7;2;24.448;7.119;53.295
2000;7;3;23.881;6.366;54.521
2000;7;4;23.319;5.54;53.719
2000;7;5;23.11;5.2;53.245
2000;7;6;22.809;4.871;53.011
2000;7;7;22.368;4.47;52.657
2000;7;8;21.999;4.125;52.892
2000;7;9;22.368;4.14;52.655
2000;7;10;22.192;3.865;52.49
2000;7;11;22.069;3.814;52.676
2000;7;12;22.07;3.815;52.654
2000;7;13;22.055;3.796;52.675
2000;7;14;22.336;3.986;52.626
2000;7;15;21.711;3.604;52.365
2000;7;16;22.162;4.229;52.525
2000;7;17;22.069;4.153;52.551
2000;7;18;22.109;4.314;51.968
2000;7;19;21.897;4.013;51.132
2000;7;20;20.784;3.091;48.448
2000;7;21;20.784;2.7;47.178
2000;7;22;20.902;2.823;47.437
2000;7;23;20.874;2.817;47.275
2000;7;24;20.869;2.759;47.463
2000;7;25;21.237;2.818;46.393
2000;7;26;21.39;2.827;45.582
2000;7;27;21.133;2.686;44.996
2000;7;28;21.157;2.679;44.868
2000;7;29;21.138;2.653;44.92
2000;7;30;21.353;2.775;44.396
2000;7;31;21.111;2.676;43.971
2000;8;1;21.2;2.832;43.351
2000;8;2;20.188;2.292;42.92
2000;8;3;20.328;2.326;42.962
2000;8;4;20.32;2.338;42.947
2000;8;5;20.632;3.083;42.387
2000;8;6;;;
2000;8;7;;;
2000;8;8;;;
2000;8;9;;;
