YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.168;0.0;0.059;0.077;0.0;0.607;0.09
2001;0.0;0.169;0.0;0.058;0.077;0.0;0.607;0.09
2002;0.0;0.17;0.0;0.057;0.077;0.0;0.607;0.09
2003;0.0;0.171;0.0;0.056;0.077;0.0;0.607;0.09
2004;0.0;0.172;0.0;0.055;0.077;0.0;0.607;0.09
2005;0.0;0.173;0.0;0.054;0.077;0.0;0.607;0.09
2006;0.0;0.174;0.0;0.053;0.077;0.0;0.607;0.09
2007;0.0;0.175;0.0;0.052;0.077;0.0;0.607;0.09
2008;0.0;0.176;0.0;0.051;0.077;0.0;0.607;0.09
2009;0.0;0.176;0.0;0.05;0.077;0.0;0.607;0.09
2010;0.0;0.177;0.0;0.049;0.077;0.0;0.607;0.09
2011;0.0;0.178;0.0;0.048;0.077;0.0;0.607;0.09
2012;0.0;0.179;0.0;0.048;0.077;0.0;0.607;0.09
2013;0.0;0.18;0.0;0.047;0.077;0.0;0.607;0.09
2014;0.0;0.18;0.0;0.046;0.077;0.0;0.607;0.09
2015;0.0;0.181;0.0;0.046;0.077;0.0;0.607;0.09
2016;0.0;0.181;0.0;0.045;0.077;0.0;0.607;0.09
2017;0.0;0.182;0.0;0.045;0.077;0.0;0.607;0.09
2018;0.0;0.183;0.0;0.044;0.077;0.0;0.607;0.09
