YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.012;0.0;0.0;0.0;0.0;0.901;0.053
2001;0.0;0.011;0.0;0.0;0.0;0.0;0.901;0.053
2002;0.0;0.011;0.0;0.0;0.0;0.0;0.901;0.053
2003;0.0;0.011;0.0;0.0;0.0;0.0;0.901;0.053
2004;0.0;0.011;0.0;0.0;0.0;0.0;0.901;0.053
2005;0.0;0.011;0.0;0.0;0.0;0.0;0.901;0.053
2006;0.0;0.011;0.0;0.0;0.0;0.0;0.901;0.053
2007;0.0;0.011;0.0;0.0;0.0;0.0;0.901;0.053
2008;0.0;0.011;0.0;0.0;0.0;0.0;0.901;0.053
2009;0.0;0.011;0.0;0.0;0.0;0.0;0.901;0.053
2010;0.0;0.011;0.0;0.0;0.0;0.0;0.901;0.053
2011;0.0;0.011;0.0;0.0;0.0;0.0;0.901;0.053
2012;0.0;0.011;0.0;0.0;0.0;0.0;0.901;0.053
2013;0.0;0.011;0.0;0.0;0.0;0.0;0.901;0.053
2014;0.0;0.011;0.0;0.0;0.0;0.0;0.901;0.053
2015;0.0;0.011;0.0;0.0;0.0;0.0;0.901;0.053
2016;0.0;0.011;0.0;0.0;0.0;0.0;0.901;0.053
2017;0.0;0.011;0.0;0.0;0.0;0.0;0.901;0.053
2018;0.0;0.011;0.0;0.0;0.0;0.0;0.901;0.053
