YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.015;0.785;0.017;0.0;0.0;0.0;0.181;0.001
2001;0.015;0.785;0.017;0.0;0.0;0.0;0.181;0.001
2002;0.015;0.785;0.018;0.0;0.0;0.0;0.18;0.001
2003;0.016;0.785;0.018;0.0;0.0;0.0;0.18;0.001
2004;0.016;0.785;0.018;0.0;0.0;0.0;0.18;0.001
2005;0.016;0.785;0.018;0.0;0.0;0.0;0.179;0.001
2006;0.016;0.785;0.018;0.0;0.0;0.0;0.179;0.001
2007;0.016;0.785;0.018;0.0;0.0;0.0;0.179;0.001
2008;0.016;0.785;0.018;0.0;0.0;0.0;0.179;0.001
2009;0.016;0.785;0.018;0.0;0.0;0.0;0.179;0.001
2010;0.016;0.785;0.018;0.0;0.0;0.0;0.179;0.001
2011;0.016;0.785;0.018;0.0;0.0;0.0;0.179;0.001
2012;0.016;0.785;0.018;0.0;0.0;0.0;0.179;0.001
2013;0.016;0.785;0.019;0.0;0.0;0.0;0.178;0.001
2014;0.016;0.785;0.02;0.0;0.0;0.0;0.176;0.001
2015;0.016;0.785;0.021;0.0;0.0;0.0;0.175;0.001
2016;0.016;0.785;0.022;0.0;0.0;0.0;0.174;0.001
2017;0.016;0.786;0.023;0.0;0.0;0.0;0.173;0.001
2018;0.016;0.786;0.024;0.0;0.0;0.0;0.172;0.001
