YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.537;0.0;0.381;0.037;0.0;0.014;0.001
2001;0.0;0.54;0.0;0.378;0.037;0.0;0.014;0.001
2002;0.0;0.543;0.0;0.375;0.037;0.0;0.014;0.001
2003;0.0;0.545;0.0;0.372;0.037;0.0;0.014;0.001
2004;0.0;0.548;0.0;0.37;0.036;0.0;0.014;0.001
2005;0.0;0.551;0.0;0.367;0.036;0.0;0.013;0.001
2006;0.0;0.554;0.0;0.364;0.036;0.0;0.013;0.001
2007;0.0;0.555;0.0;0.363;0.036;0.0;0.013;0.001
2008;0.0;0.556;0.0;0.361;0.036;0.0;0.013;0.001
2009;0.0;0.558;0.0;0.36;0.036;0.0;0.013;0.001
2010;0.0;0.559;0.0;0.359;0.036;0.0;0.013;0.001
2011;0.0;0.56;0.0;0.357;0.036;0.0;0.013;0.001
2012;0.0;0.562;0.0;0.356;0.036;0.0;0.013;0.001
2013;0.0;0.563;0.0;0.355;0.036;0.0;0.013;0.001
2014;0.0;0.564;0.0;0.353;0.036;0.0;0.013;0.001
2015;0.0;0.566;0.0;0.352;0.036;0.0;0.013;0.001
2016;0.0;0.567;0.0;0.351;0.036;0.0;0.013;0.001
2017;0.0;0.568;0.0;0.349;0.036;0.0;0.013;0.001
2018;0.0;0.57;0.0;0.348;0.036;0.0;0.013;0.001
