YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.403;0.0;0.097;0.022;0.0;0.468;0.0
2001;0.0;0.404;0.0;0.096;0.022;0.0;0.469;0.0
2002;0.0;0.404;0.0;0.096;0.022;0.0;0.469;0.0
2003;0.0;0.404;0.0;0.096;0.022;0.0;0.469;0.0
2004;0.0;0.404;0.0;0.096;0.022;0.0;0.469;0.0
2005;0.0;0.404;0.0;0.096;0.022;0.0;0.469;0.0
2006;0.0;0.404;0.0;0.095;0.022;0.0;0.469;0.0
2007;0.0;0.404;0.0;0.095;0.037;0.0;0.454;0.0
2008;0.0;0.404;0.0;0.095;0.053;0.0;0.439;0.0
2009;0.0;0.403;0.0;0.095;0.068;0.0;0.425;0.0
2010;0.0;0.403;0.0;0.094;0.083;0.0;0.41;0.0
2011;0.0;0.403;0.0;0.094;0.099;0.0;0.395;0.0
2012;0.0;0.402;0.0;0.094;0.114;0.0;0.38;0.0
2013;0.0;0.402;0.0;0.094;0.114;0.0;0.38;0.0
2014;0.0;0.402;0.0;0.094;0.114;0.0;0.38;0.0
2015;0.0;0.402;0.0;0.094;0.115;0.0;0.38;0.0
2016;0.0;0.402;0.0;0.094;0.115;0.0;0.379;0.0
2017;0.0;0.402;0.0;0.094;0.115;0.0;0.379;0.0
2018;0.0;0.402;0.0;0.094;0.116;0.0;0.379;0.0
