YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.559;0.0;0.218;0.007;0.0;0.087;0.079
2001;0.0;0.56;0.0;0.218;0.007;0.0;0.087;0.079
2002;0.0;0.56;0.0;0.217;0.007;0.0;0.087;0.079
2003;0.0;0.561;0.0;0.216;0.007;0.0;0.087;0.079
2004;0.0;0.561;0.0;0.215;0.007;0.0;0.087;0.079
2005;0.0;0.562;0.0;0.215;0.007;0.0;0.087;0.079
2006;0.0;0.563;0.0;0.214;0.007;0.0;0.087;0.079
2007;0.0;0.564;0.0;0.213;0.007;0.0;0.087;0.079
2008;0.0;0.564;0.0;0.212;0.007;0.0;0.087;0.079
2009;0.0;0.565;0.0;0.211;0.007;0.0;0.087;0.079
2010;0.0;0.566;0.0;0.21;0.007;0.0;0.087;0.079
2011;0.0;0.567;0.0;0.209;0.007;0.0;0.087;0.079
2012;0.0;0.568;0.0;0.208;0.007;0.0;0.087;0.079
2013;0.0;0.568;0.0;0.207;0.007;0.0;0.087;0.079
2014;0.0;0.569;0.0;0.206;0.007;0.0;0.087;0.078
2015;0.0;0.57;0.0;0.206;0.007;0.0;0.087;0.078
2016;0.0;0.57;0.0;0.205;0.007;0.0;0.087;0.078
2017;0.0;0.571;0.0;0.204;0.007;0.0;0.087;0.078
2018;0.0;0.572;0.0;0.203;0.007;0.0;0.087;0.078
