YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.004;0.613;0.0;0.111;0.005;0.0;0.205;0.02
2001;0.004;0.614;0.0;0.11;0.005;0.0;0.205;0.02
2002;0.004;0.614;0.0;0.11;0.005;0.0;0.205;0.02
2003;0.004;0.615;0.0;0.109;0.005;0.0;0.205;0.02
2004;0.004;0.615;0.0;0.109;0.005;0.0;0.205;0.02
2005;0.004;0.615;0.0;0.108;0.005;0.0;0.205;0.02
2006;0.004;0.616;0.0;0.108;0.005;0.0;0.205;0.02
2007;0.004;0.616;0.0;0.108;0.005;0.0;0.205;0.02
2008;0.004;0.616;0.0;0.108;0.005;0.0;0.205;0.02
2009;0.004;0.616;0.0;0.108;0.005;0.0;0.205;0.02
2010;0.004;0.616;0.0;0.107;0.005;0.0;0.205;0.02
2011;0.004;0.616;0.0;0.107;0.005;0.0;0.205;0.02
2012;0.004;0.616;0.0;0.107;0.005;0.0;0.205;0.02
2013;0.004;0.616;0.0;0.107;0.005;0.0;0.205;0.02
2014;0.004;0.617;0.0;0.107;0.005;0.0;0.205;0.02
2015;0.004;0.617;0.0;0.107;0.005;0.0;0.205;0.02
2016;0.004;0.617;0.0;0.107;0.005;0.0;0.205;0.02
2017;0.004;0.617;0.0;0.107;0.005;0.0;0.205;0.02
2018;0.004;0.617;0.0;0.106;0.005;0.0;0.205;0.02
