YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.464;0.0;0.46;0.042;0.0;0.003;0.0
2001;0.0;0.467;0.0;0.456;0.042;0.0;0.003;0.0
2002;0.0;0.471;0.0;0.453;0.042;0.0;0.003;0.0
2003;0.0;0.474;0.0;0.449;0.041;0.0;0.003;0.0
2004;0.0;0.478;0.0;0.446;0.041;0.0;0.003;0.0
2005;0.0;0.481;0.0;0.443;0.041;0.0;0.003;0.0
2006;0.0;0.484;0.0;0.439;0.041;0.0;0.003;0.0
2007;0.0;0.486;0.0;0.438;0.041;0.0;0.003;0.0
2008;0.0;0.487;0.0;0.436;0.041;0.0;0.003;0.0
2009;0.0;0.489;0.0;0.434;0.041;0.0;0.003;0.0
2010;0.0;0.491;0.0;0.433;0.041;0.0;0.003;0.0
2011;0.0;0.492;0.0;0.431;0.041;0.0;0.003;0.0
2012;0.0;0.494;0.0;0.43;0.041;0.0;0.003;0.0
2013;0.0;0.495;0.0;0.428;0.041;0.0;0.003;0.0
2014;0.0;0.497;0.0;0.426;0.041;0.0;0.003;0.0
2015;0.0;0.499;0.0;0.425;0.041;0.0;0.003;0.0
2016;0.0;0.5;0.0;0.423;0.041;0.0;0.003;0.0
2017;0.0;0.502;0.0;0.422;0.041;0.0;0.003;0.0
2018;0.0;0.503;0.0;0.42;0.041;0.0;0.003;0.0
