YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.46;0.0;0.209;0.018;0.0;0.242;0.055
2001;0.0;0.46;0.0;0.208;0.018;0.0;0.242;0.055
2002;0.0;0.461;0.0;0.208;0.018;0.0;0.242;0.055
2003;0.0;0.461;0.0;0.207;0.018;0.0;0.242;0.055
2004;0.0;0.461;0.0;0.207;0.018;0.0;0.242;0.055
2005;0.0;0.462;0.0;0.207;0.018;0.0;0.242;0.055
2006;0.0;0.462;0.0;0.206;0.018;0.0;0.242;0.055
2007;0.0;0.463;0.0;0.205;0.018;0.0;0.242;0.055
2008;0.0;0.464;0.0;0.205;0.018;0.0;0.242;0.055
2009;0.0;0.465;0.0;0.204;0.018;0.0;0.242;0.055
2010;0.0;0.466;0.0;0.203;0.018;0.0;0.242;0.055
2011;0.0;0.467;0.0;0.202;0.018;0.0;0.242;0.055
2012;0.0;0.468;0.0;0.201;0.018;0.0;0.242;0.055
2013;0.0;0.468;0.0;0.2;0.018;0.0;0.242;0.055
2014;0.0;0.469;0.0;0.199;0.018;0.0;0.242;0.055
2015;0.0;0.47;0.0;0.199;0.018;0.0;0.242;0.055
2016;0.0;0.47;0.0;0.198;0.018;0.0;0.242;0.055
2017;0.0;0.471;0.0;0.197;0.018;0.0;0.242;0.055
2018;0.0;0.472;0.0;0.196;0.018;0.0;0.242;0.055
