YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.022;0.419;0.0;0.0;0.0;0.0;0.395;0.164
2001;0.022;0.419;0.0;0.0;0.0;0.0;0.395;0.164
2002;0.022;0.419;0.0;0.0;0.0;0.0;0.395;0.164
2003;0.022;0.419;0.0;0.0;0.0;0.0;0.395;0.164
2004;0.022;0.419;0.0;0.0;0.0;0.0;0.395;0.164
2005;0.022;0.419;0.0;0.0;0.0;0.0;0.395;0.164
2006;0.022;0.419;0.0;0.0;0.0;0.0;0.395;0.164
2007;0.022;0.419;0.0;0.0;0.0;0.0;0.395;0.164
2008;0.022;0.419;0.0;0.0;0.0;0.0;0.395;0.164
2009;0.022;0.419;0.0;0.0;0.0;0.0;0.395;0.164
2010;0.022;0.419;0.0;0.0;0.0;0.0;0.395;0.164
2011;0.022;0.419;0.0;0.0;0.0;0.0;0.395;0.164
2012;0.022;0.419;0.0;0.0;0.0;0.0;0.395;0.164
2013;0.022;0.419;0.0;0.0;0.0;0.0;0.395;0.164
2014;0.022;0.419;0.0;0.0;0.0;0.0;0.395;0.164
2015;0.022;0.419;0.0;0.0;0.0;0.0;0.395;0.164
2016;0.022;0.419;0.0;0.0;0.0;0.0;0.395;0.164
2017;0.022;0.419;0.0;0.0;0.0;0.0;0.395;0.164
2018;0.022;0.419;0.0;0.0;0.0;0.0;0.395;0.164
