YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.637;0.0;0.173;0.06;0.0;0.069;0.0
2001;0.0;0.635;0.0;0.172;0.06;0.0;0.069;0.0
2002;0.0;0.633;0.0;0.171;0.059;0.0;0.069;0.0
2003;0.0;0.63;0.0;0.17;0.059;0.0;0.069;0.0
2004;0.0;0.628;0.0;0.168;0.059;0.0;0.068;0.001
2005;0.0;0.626;0.0;0.167;0.059;0.0;0.068;0.001
2006;0.0;0.624;0.0;0.166;0.059;0.0;0.068;0.001
2007;0.0;0.625;0.0;0.165;0.059;0.0;0.068;0.001
2008;0.0;0.626;0.0;0.164;0.059;0.0;0.068;0.001
2009;0.0;0.626;0.0;0.163;0.059;0.0;0.068;0.001
2010;0.0;0.627;0.0;0.162;0.059;0.0;0.068;0.001
2011;0.0;0.628;0.0;0.162;0.059;0.0;0.068;0.001
2012;0.0;0.628;0.0;0.161;0.059;0.0;0.068;0.001
2013;0.0;0.629;0.0;0.16;0.059;0.0;0.068;0.001
2014;0.0;0.629;0.0;0.159;0.06;0.0;0.068;0.001
2015;0.0;0.629;0.0;0.158;0.06;0.0;0.068;0.001
2016;0.0;0.629;0.0;0.157;0.061;0.0;0.068;0.001
2017;0.0;0.63;0.0;0.157;0.061;0.0;0.068;0.001
2018;0.0;0.63;0.0;0.156;0.062;0.0;0.068;0.001
