YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.801;0.0;0.109;0.026;0.0;0.048;0.001
2001;0.0;0.802;0.0;0.109;0.026;0.0;0.048;0.001
2002;0.0;0.802;0.0;0.108;0.026;0.0;0.048;0.001
2003;0.0;0.802;0.0;0.108;0.026;0.0;0.048;0.001
2004;0.0;0.803;0.0;0.107;0.026;0.0;0.048;0.001
2005;0.0;0.803;0.0;0.107;0.026;0.0;0.048;0.001
2006;0.0;0.804;0.0;0.107;0.026;0.0;0.048;0.001
2007;0.0;0.804;0.0;0.106;0.026;0.0;0.048;0.001
2008;0.0;0.805;0.0;0.106;0.026;0.0;0.048;0.001
2009;0.0;0.805;0.0;0.105;0.026;0.0;0.048;0.001
2010;0.0;0.806;0.0;0.105;0.026;0.0;0.048;0.001
2011;0.0;0.806;0.0;0.104;0.026;0.0;0.048;0.001
2012;0.0;0.806;0.0;0.104;0.026;0.0;0.048;0.001
2013;0.0;0.807;0.0;0.104;0.026;0.0;0.048;0.001
2014;0.0;0.807;0.0;0.103;0.026;0.0;0.048;0.001
2015;0.0;0.807;0.0;0.103;0.026;0.0;0.048;0.001
2016;0.0;0.807;0.0;0.103;0.026;0.0;0.048;0.001
2017;0.0;0.808;0.0;0.103;0.026;0.0;0.048;0.001
2018;0.0;0.808;0.0;0.102;0.026;0.0;0.048;0.001
