YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.06;0.059;0.0;0.0;0.054;0.0;0.401;0.425
2001;0.06;0.059;0.0;0.0;0.054;0.0;0.401;0.425
2002;0.06;0.059;0.0;0.0;0.054;0.0;0.401;0.425
2003;0.06;0.059;0.0;0.0;0.054;0.0;0.401;0.425
2004;0.06;0.059;0.0;0.0;0.054;0.0;0.401;0.425
2005;0.06;0.059;0.0;0.0;0.054;0.0;0.401;0.425
2006;0.06;0.059;0.0;0.0;0.054;0.0;0.401;0.425
2007;0.06;0.059;0.0;0.0;0.054;0.0;0.401;0.425
2008;0.06;0.059;0.0;0.0;0.054;0.0;0.401;0.425
2009;0.06;0.059;0.0;0.0;0.054;0.0;0.401;0.425
2010;0.06;0.059;0.0;0.0;0.054;0.0;0.401;0.425
2011;0.06;0.059;0.0;0.0;0.054;0.0;0.401;0.425
2012;0.06;0.059;0.0;0.0;0.054;0.0;0.401;0.425
2013;0.06;0.059;0.0;0.0;0.054;0.0;0.402;0.425
2014;0.06;0.059;0.0;0.0;0.054;0.0;0.402;0.425
2015;0.06;0.059;0.0;0.0;0.054;0.0;0.402;0.424
2016;0.06;0.059;0.0;0.0;0.054;0.0;0.403;0.424
2017;0.06;0.059;0.0;0.0;0.054;0.0;0.403;0.424
2018;0.06;0.059;0.0;0.0;0.054;0.0;0.403;0.424
