YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.031;0.356;0.0;0.0;0.0;0.0;0.566;0.016
2001;0.031;0.355;0.0;0.0;0.0;0.0;0.567;0.016
2002;0.031;0.355;0.0;0.0;0.0;0.0;0.567;0.016
2003;0.031;0.355;0.0;0.0;0.0;0.0;0.567;0.016
2004;0.031;0.355;0.0;0.0;0.0;0.0;0.568;0.016
2005;0.031;0.354;0.0;0.0;0.0;0.0;0.568;0.016
2006;0.031;0.354;0.0;0.0;0.0;0.0;0.568;0.016
2007;0.031;0.354;0.0;0.0;0.0;0.0;0.568;0.016
2008;0.031;0.354;0.0;0.0;0.0;0.0;0.568;0.016
2009;0.031;0.354;0.0;0.0;0.0;0.0;0.568;0.016
2010;0.031;0.354;0.0;0.0;0.0;0.0;0.568;0.016
2011;0.031;0.354;0.0;0.0;0.0;0.0;0.568;0.016
2012;0.031;0.354;0.0;0.0;0.0;0.0;0.568;0.016
2013;0.031;0.354;0.0;0.0;0.0;0.0;0.568;0.016
2014;0.031;0.354;0.0;0.0;0.0;0.0;0.568;0.016
2015;0.031;0.354;0.0;0.0;0.0;0.0;0.568;0.016
2016;0.031;0.354;0.0;0.0;0.0;0.0;0.568;0.016
2017;0.031;0.354;0.0;0.0;0.0;0.0;0.568;0.016
2018;0.031;0.354;0.0;0.0;0.0;0.0;0.568;0.016
