YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.173;0.0;0.324;0.021;0.0;0.39;0.043
2001;0.0;0.173;0.0;0.323;0.021;0.0;0.39;0.043
2002;0.0;0.173;0.0;0.323;0.021;0.0;0.39;0.043
2003;0.0;0.174;0.0;0.323;0.021;0.0;0.39;0.043
2004;0.0;0.174;0.0;0.322;0.021;0.0;0.39;0.043
2005;0.0;0.174;0.0;0.322;0.021;0.0;0.39;0.043
2006;0.0;0.174;0.0;0.322;0.021;0.0;0.39;0.043
2007;0.0;0.175;0.0;0.321;0.021;0.0;0.39;0.043
2008;0.0;0.175;0.0;0.32;0.021;0.0;0.39;0.043
2009;0.0;0.176;0.0;0.319;0.021;0.0;0.39;0.043
2010;0.0;0.176;0.0;0.318;0.021;0.0;0.39;0.043
2011;0.0;0.177;0.0;0.317;0.021;0.0;0.39;0.043
2012;0.0;0.177;0.0;0.317;0.021;0.0;0.39;0.043
2013;0.0;0.177;0.0;0.316;0.021;0.0;0.39;0.043
2014;0.0;0.178;0.0;0.316;0.021;0.0;0.39;0.043
2015;0.0;0.178;0.0;0.315;0.021;0.0;0.39;0.043
2016;0.0;0.178;0.0;0.315;0.021;0.0;0.39;0.043
2017;0.0;0.179;0.0;0.314;0.021;0.0;0.39;0.043
2018;0.0;0.179;0.0;0.314;0.021;0.0;0.39;0.043
