YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.622;0.0;0.202;0.006;0.0;0.078;0.052
2001;0.0;0.622;0.0;0.202;0.006;0.0;0.078;0.052
2002;0.0;0.623;0.0;0.201;0.006;0.0;0.078;0.052
2003;0.0;0.624;0.0;0.2;0.006;0.0;0.078;0.052
2004;0.0;0.624;0.0;0.199;0.006;0.0;0.078;0.052
2005;0.0;0.625;0.0;0.199;0.006;0.0;0.078;0.052
2006;0.0;0.625;0.0;0.198;0.006;0.0;0.078;0.052
2007;0.0;0.626;0.0;0.197;0.006;0.0;0.078;0.052
2008;0.0;0.627;0.0;0.196;0.006;0.0;0.078;0.052
2009;0.0;0.628;0.0;0.195;0.006;0.0;0.078;0.052
2010;0.0;0.629;0.0;0.194;0.006;0.0;0.078;0.052
2011;0.0;0.629;0.0;0.194;0.006;0.0;0.078;0.052
2012;0.0;0.63;0.0;0.193;0.006;0.0;0.078;0.052
2013;0.0;0.631;0.0;0.192;0.006;0.0;0.078;0.052
2014;0.0;0.631;0.0;0.191;0.006;0.0;0.078;0.052
2015;0.0;0.632;0.0;0.191;0.006;0.0;0.078;0.052
2016;0.0;0.632;0.0;0.19;0.006;0.0;0.078;0.052
2017;0.0;0.633;0.0;0.189;0.007;0.0;0.078;0.052
2018;0.0;0.634;0.0;0.189;0.007;0.0;0.078;0.051
