YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.027;0.0;0.942;0.001;0.0;0.02;0.001
2001;0.0;0.027;0.0;0.942;0.001;0.0;0.02;0.001
2002;0.0;0.028;0.0;0.941;0.001;0.0;0.02;0.001
2003;0.0;0.028;0.0;0.94;0.001;0.0;0.02;0.001
2004;0.0;0.029;0.0;0.94;0.001;0.0;0.02;0.001
2005;0.0;0.029;0.0;0.939;0.001;0.0;0.02;0.001
2006;0.0;0.029;0.0;0.939;0.001;0.0;0.02;0.001
2007;0.0;0.03;0.0;0.938;0.001;0.0;0.02;0.001
2008;0.0;0.03;0.0;0.937;0.0;0.0;0.02;0.001
2009;0.0;0.03;0.0;0.937;0.0;0.0;0.02;0.001
2010;0.0;0.031;0.0;0.936;0.0;0.0;0.02;0.001
2011;0.0;0.031;0.0;0.935;0.0;0.0;0.02;0.001
2012;0.0;0.032;0.0;0.935;0.0;0.0;0.02;0.001
2013;0.0;0.032;0.0;0.934;0.0;0.0;0.02;0.001
2014;0.0;0.032;0.0;0.934;0.0;0.0;0.02;0.001
2015;0.0;0.033;0.0;0.933;0.0;0.0;0.02;0.001
2016;0.0;0.033;0.0;0.933;0.0;0.0;0.02;0.001
2017;0.0;0.034;0.0;0.932;0.0;0.0;0.02;0.001
2018;0.0;0.034;0.0;0.931;0.0;0.0;0.02;0.001
