YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.594;0.0;0.335;0.034;0.0;0.011;0.001
2001;0.0;0.596;0.0;0.332;0.034;0.0;0.011;0.001
2002;0.0;0.599;0.0;0.33;0.033;0.0;0.011;0.001
2003;0.0;0.601;0.0;0.328;0.033;0.0;0.011;0.001
2004;0.0;0.603;0.0;0.325;0.033;0.0;0.011;0.001
2005;0.0;0.605;0.0;0.323;0.033;0.0;0.011;0.001
2006;0.0;0.608;0.0;0.32;0.033;0.0;0.011;0.001
2007;0.0;0.609;0.0;0.319;0.033;0.0;0.011;0.001
2008;0.0;0.61;0.0;0.318;0.033;0.0;0.011;0.001
2009;0.0;0.611;0.0;0.317;0.033;0.0;0.011;0.001
2010;0.0;0.612;0.0;0.316;0.033;0.0;0.011;0.001
2011;0.0;0.614;0.0;0.315;0.033;0.0;0.011;0.001
2012;0.0;0.615;0.0;0.314;0.033;0.0;0.011;0.001
2013;0.0;0.616;0.0;0.312;0.033;0.0;0.011;0.001
2014;0.0;0.617;0.0;0.311;0.033;0.0;0.011;0.001
2015;0.0;0.618;0.0;0.31;0.033;0.0;0.011;0.001
2016;0.0;0.619;0.0;0.309;0.033;0.0;0.011;0.001
2017;0.0;0.621;0.0;0.308;0.033;0.0;0.011;0.001
2018;0.0;0.622;0.0;0.307;0.033;0.0;0.011;0.001
