YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.001;0.172;0.0;0.0;0.001;0.0;0.813;0.0
2001;0.001;0.172;0.0;0.0;0.001;0.003;0.811;0.0
2002;0.001;0.172;0.0;0.0;0.001;0.005;0.808;0.0
2003;0.001;0.172;0.0;0.0;0.001;0.008;0.805;0.0
2004;0.001;0.172;0.0;0.0;0.001;0.011;0.803;0.0
2005;0.001;0.172;0.0;0.0;0.001;0.014;0.8;0.0
2006;0.001;0.172;0.0;0.0;0.001;0.016;0.797;0.0
2007;0.001;0.172;0.0;0.0;0.001;0.016;0.797;0.0
2008;0.001;0.172;0.0;0.0;0.001;0.016;0.797;0.0
2009;0.001;0.172;0.0;0.0;0.001;0.016;0.797;0.0
2010;0.001;0.172;0.0;0.0;0.001;0.016;0.797;0.0
2011;0.001;0.172;0.0;0.0;0.001;0.016;0.797;0.0
2012;0.001;0.172;0.0;0.0;0.001;0.016;0.797;0.0
2013;0.001;0.172;0.0;0.0;0.001;0.016;0.795;0.002
2014;0.001;0.172;0.0;0.0;0.001;0.016;0.793;0.005
2015;0.001;0.172;0.0;0.0;0.001;0.016;0.79;0.007
2016;0.001;0.172;0.0;0.0;0.001;0.016;0.788;0.009
2017;0.001;0.172;0.0;0.0;0.001;0.016;0.786;0.011
2018;0.001;0.172;0.0;0.0;0.001;0.016;0.783;0.014
