YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.639;0.0;0.154;0.039;0.0;0.101;0.021
2001;0.0;0.637;0.0;0.153;0.039;0.0;0.101;0.021
2002;0.0;0.636;0.0;0.152;0.039;0.0;0.101;0.021
2003;0.0;0.634;0.0;0.151;0.039;0.0;0.101;0.021
2004;0.0;0.633;0.0;0.15;0.039;0.0;0.101;0.021
2005;0.0;0.632;0.0;0.15;0.039;0.0;0.101;0.021
2006;0.0;0.63;0.0;0.149;0.039;0.0;0.101;0.021
2007;0.0;0.631;0.0;0.148;0.039;0.0;0.101;0.021
2008;0.0;0.631;0.0;0.147;0.039;0.0;0.101;0.021
2009;0.0;0.632;0.0;0.147;0.039;0.0;0.101;0.021
2010;0.0;0.633;0.0;0.146;0.039;0.0;0.101;0.021
2011;0.0;0.633;0.0;0.145;0.039;0.0;0.101;0.021
2012;0.0;0.634;0.0;0.144;0.039;0.0;0.101;0.021
2013;0.0;0.634;0.0;0.144;0.039;0.0;0.1;0.021
2014;0.0;0.634;0.0;0.143;0.04;0.0;0.1;0.021
2015;0.0;0.635;0.0;0.142;0.04;0.0;0.1;0.021
2016;0.0;0.635;0.0;0.142;0.04;0.0;0.1;0.021
2017;0.0;0.635;0.0;0.141;0.04;0.0;0.1;0.021
2018;0.0;0.636;0.0;0.141;0.041;0.0;0.1;0.021
