YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.069;0.036;0.0;0.0;0.035;0.0;0.795;0.0
2001;0.068;0.036;0.0;0.0;0.035;0.002;0.791;0.0
2002;0.067;0.036;0.0;0.0;0.035;0.004;0.786;0.0
2003;0.066;0.036;0.0;0.0;0.035;0.006;0.781;0.0
2004;0.065;0.036;0.0;0.0;0.035;0.008;0.777;0.0
2005;0.064;0.036;0.0;0.0;0.035;0.01;0.772;0.0
2006;0.063;0.036;0.0;0.0;0.035;0.011;0.768;0.0
2007;0.063;0.036;0.0;0.0;0.035;0.013;0.768;0.0
2008;0.063;0.036;0.0;0.0;0.035;0.015;0.768;0.0
2009;0.063;0.036;0.0;0.0;0.035;0.017;0.768;0.0
2010;0.063;0.036;0.0;0.0;0.035;0.019;0.768;0.0
2011;0.063;0.036;0.0;0.0;0.035;0.021;0.768;0.0
2012;0.063;0.036;0.0;0.0;0.035;0.023;0.768;0.0
2013;0.061;0.036;0.0;0.0;0.035;0.024;0.767;0.0
2014;0.06;0.036;0.0;0.0;0.035;0.026;0.766;0.0
2015;0.058;0.036;0.0;0.0;0.035;0.028;0.766;0.0
2016;0.056;0.035;0.0;0.0;0.035;0.029;0.765;0.0
2017;0.054;0.035;0.0;0.0;0.035;0.031;0.764;0.0
2018;0.053;0.035;0.0;0.0;0.035;0.033;0.764;0.0
